ID Salary Experience Employed Education Gender Department
48 49307 3 20 4 M 4
4 54899 5 12 8 F 4
58 42454 3 9 6 F 4
153 70789 2 25 12 M 4
172 28436 1 0 4 F 1
74 54821 6 18 6 M 4
45 24749 2 6 0 F 1
37 39743 6 9 5 F 4
140 48548 3 20 4 M 4
116 29776 0 2 3 F 2
83 42866 6 9 5 F 4
96 54786 5 12 8 F 4
138 26339 3 1 2 F 4
73 54105 0 25 6 M 3
155 36769 4 4 8 M 3
122 38514 4 21 5 M 1
87 48407 5 15 6 M 3
24 29876 0 2 3 F 2
180 36694 1 6 4 M 2
55 22540 6 5 1 M 1
86 27562 6 0 2 F 2
91 17741 2 6 0 F 1
99 26435 1 5 0 M 4
70 30860 0 2 3 F 2
33 34987 6 9 2 F 4
149 23845 0 0 0 F 3
76 31783 4 21 5 M 1
178 26701 6 0 2 F 2
44 31425 6 7 5 F 3
75 34881 16 22 7 M 1
158 37739 9 19 4 M 3
162 29999 0 2 3 F 2
50 58022 5 12 8 F 4
10 34231 2 6 6 M 4
107 68312 2 25 12 M 4
173 37995 4 6 4 M 4
103 25215 0 0 0 F 3
59 39635 6 6 4 F 4
133 49097 5 15 6 M 3
25 43674 9 6 4 M 2
39 36431 4 9 4 F 2
168 38242 4 21 5 M 1
90 32296 6 7 5 F 3
123 69133 3 22 10 M 4
160 36996 4 5 4 M 4
53 29671 1 5 0 M 4
36 54679 3 20 6 F 3
146 32371 3 15 9 F 1
114 34519 4 5 4 M 4
132 26478 6 0 2 F 2
