ID Salary Experience Employed Education Gender Department
20 37548 9 19 4 M 3
173 37995 4 6 4 M 4
59 39635 6 6 4 F 4
160 36996 4 5 4 M 4
64 32820 6 18 5 F 1
40 26578 6 0 2 F 2
172 28436 1 0 4 F 1
70 30860 0 2 3 F 2
145 28912 1 5 0 M 4
41 47536 5 15 6 M 3
123 69133 3 22 10 M 4
153 70789 2 25 12 M 4
14 35467 6 3 6 F 2
67 24520 11 3 3 M 1
55 22540 6 5 1 M 1
116 29776 0 2 3 F 2
97 34756 5 7 4 F 4
148 36595 2 6 6 M 4
61 71548 2 25 12 M 4
21 31528 11 3 3 M 1
76 31783 4 21 5 M 1
164 38436 7 18 9 M 1
46 26452 3 1 2 F 4
118 38708 7 18 9 M 1
26 38985 7 18 9 M 1
89 57310 3 12 8 M 2
182 31616 6 7 5 F 3
77 72369 3 22 10 M 4
179 47727 5 15 6 M 3
87 48407 5 15 6 M 3
156 39279 6 18 5 F 1
138 26339 3 1 2 F 4
31 69246 3 22 10 M 4
93 65374 0 27 12 F 4
132 26478 6 0 2 F 2
111 36374 5 6 2 M 4
151 38876 6 6 4 F 4
152 35590 6 3 6 F 2
171 37351 6 9 2 F 4
165 53425 0 25 6 M 3
102 34118 2 6 6 M 4
69 49334 5 14 6 F 4
88 37555 1 6 4 M 2
133 49097 5 15 6 M 3
23 46211 5 14 6 F 4
66 38419 9 19 4 M 3
119 54795 0 25 6 M 3
150 41695 3 9 6 F 4
94 46071 3 20 4 M 4
92 29575 3 1 2 F 4
