ID Salary Experience Employed Education Gender Department
158 37739 9 19 4 M 3
104 39218 3 9 6 F 4
72 31977 7 18 9 M 1
174 54870 3 20 6 F 3
49 25774 1 0 7 M 1
71 44658 9 6 4 M 2
160 36996 4 5 4 M 4
51 37992 5 7 4 F 4
144 37851 2 8 2 F 4
119 54795 0 25 6 M 3
2 46184 3 20 4 M 4
44 31425 6 7 5 F 3
6 35487 2 8 2 F 4
171 37351 6 9 2 F 4
148 36595 2 6 6 M 4
50 58022 5 12 8 F 4
27 53234 0 25 6 M 3
111 36374 5 6 2 M 4
37 39743 6 9 5 F 4
115 46098 5 14 6 F 4
96 54786 5 12 8 F 4
146 32371 3 15 9 F 1
103 25215 0 0 0 F 3
129 39630 6 9 5 F 4
120 51585 6 18 6 M 4
143 37233 5 7 4 F 4
172 28436 1 0 4 F 1
130 41142 4 9 6 M 4
118 38708 7 18 9 M 1
12 39331 3 9 6 F 4
152 35590 6 3 6 F 2
180 36694 1 6 4 M 2
100 32643 3 15 9 F 1
78 51818 19 6 8 M 4
17 36578 4 4 8 M 3
90 32296 6 7 5 F 3
21 31528 11 3 3 M 1
29 41889 16 22 7 M 1
182 31616 6 7 5 F 3
20 37548 9 19 4 M 3
3 32782 1 0 7 M 1
149 23845 0 0 0 F 3
74 54821 6 18 6 M 4
79 38110 6 9 2 F 4
114 34519 4 5 4 M 4
4 54899 5 12 8 F 4
154 35591 5 9 4 F 2
43 56326 3 12 8 M 2
42 36571 1 6 4 M 2
45 24749 2 6 0 F 1
