ID Salary Experience Employed Education Gender Department
4 54899 5 12 8 F 4
145 28912 1 5 0 M 4
102 34118 2 6 6 M 4
77 72369 3 22 10 M 4
118 38708 7 18 9 M 1
66 38419 9 19 4 M 3
43 56326 3 12 8 M 2
45 24749 2 6 0 F 1
85 37415 4 9 4 F 2
150 41695 3 9 6 F 4
32 48695 19 6 8 M 4
95 32505 1 0 7 M 1
7 26548 1 5 0 M 4
40 26578 6 0 2 F 2
90 32296 6 7 5 F 3
57 24525 0 0 0 F 3
134 36471 1 6 4 M 2
128 56240 3 20 6 F 3
177 36554 4 9 4 F 2
18 39828 6 18 5 F 1
127 35518 4 6 4 M 4
96 54786 5 12 8 F 4
42 36571 1 6 4 M 2
122 38514 4 21 5 M 1
170 51059 19 6 8 M 4
26 38985 7 18 9 M 1
101 29271 6 5 1 M 1
180 36694 1 6 4 M 2
139 67851 0 27 12 F 4
164 38436 7 18 9 M 1
179 47727 5 15 6 M 3
181 56449 3 12 8 M 2
27 53234 0 25 6 M 3
107 68312 2 25 12 M 4
173 37995 4 6 4 M 4
33 34987 6 9 2 F 4
81 38754 4 6 4 M 4
36 54679 3 20 6 F 3
34 28985 1 0 4 F 1
23 46211 5 14 6 F 4
46 26452 3 1 2 F 4
130 41142 4 9 6 M 4
35 35631 4 6 4 M 4
78 51818 19 6 8 M 4
148 36595 2 6 6 M 4
110 39551 6 18 5 F 1
37 39743 6 9 5 F 4
112 39109 9 19 4 M 3
49 25774 1 0 7 M 1
124 48582 19 6 8 M 4
