ID Salary Experience Employed Education Gender Department
41 47536 5 15 6 M 3
157 38851 5 6 2 M 4
50 58022 5 12 8 F 4
25 43674 9 6 4 M 2
83 42866 6 9 5 F 4
124 48582 19 6 8 M 4
161 48575 5 14 6 F 4
118 38708 7 18 9 M 1
93 65374 0 27 12 F 4
59 39635 6 6 4 F 4
136 32986 6 7 5 F 3
92 29575 3 1 2 F 4
85 37415 4 9 4 F 2
109 38139 4 4 8 M 3
78 51818 19 6 8 M 4
72 31977 7 18 9 M 1
152 35590 6 3 6 F 2
71 44658 9 6 4 M 2
107 68312 2 25 12 M 4
162 29999 0 2 3 F 2
82 55550 3 20 6 F 3
111 36374 5 6 2 M 4
167 41340 16 22 7 M 1
98 35374 2 8 2 F 4
60 36451 6 3 6 F 2
97 34756 5 7 4 F 4
127 35518 4 6 4 M 4
3 32782 1 0 7 M 1
53 29671 1 5 0 M 4
135 56226 3 12 8 M 2
131 36331 4 9 4 F 2
99 26435 1 5 0 M 4
170 51059 19 6 8 M 4
100 32643 3 15 9 F 1
145 28912 1 5 0 M 4
40 26578 6 0 2 F 2
106 35367 6 3 6 F 2
18 39828 6 18 5 F 1
24 29876 0 2 3 F 2
104 39218 3 9 6 F 4
140 48548 3 20 4 M 4
181 56449 3 12 8 M 2
2 46184 3 20 4 M 4
73 54105 0 25 6 M 3
8 32920 3 15 9 F 1
27 53234 0 25 6 M 3
96 54786 5 12 8 F 4
17 36578 4 4 8 M 3
21 31528 11 3 3 M 1
86 27562 6 0 2 F 2
