ID Salary Experience Employed Education Gender Department
165 53425 0 25 6 M 3
172 28436 1 0 4 F 1
175 42107 6 9 5 F 4
155 36769 4 4 8 M 3
69 49334 5 14 6 F 4
141 32233 1 0 7 M 1
53 29671 1 5 0 M 4
119 54795 0 25 6 M 3
37 39743 6 9 5 F 4
27 53234 0 25 6 M 3
89 57310 3 12 8 M 2
164 38436 7 18 9 M 1
129 39630 6 9 5 F 4
50 58022 5 12 8 F 4
184 28816 3 1 2 F 4
112 39109 9 19 4 M 3
140 48548 3 20 4 M 4
149 23845 0 0 0 F 3
80 21977 1 0 4 F 1
173 37995 4 6 4 M 4
38 41255 4 9 6 M 4
136 32986 6 7 5 F 3
95 32505 1 0 7 M 1
73 54105 0 25 6 M 3
67 24520 11 3 3 M 1
57 24525 0 0 0 F 3
113 31251 11 3 3 M 1
114 34519 4 5 4 M 4
41 47536 5 15 6 M 3
181 56449 3 12 8 M 2
92 29575 3 1 2 F 4
49 25774 1 0 7 M 1
108 35368 5 9 4 F 2
111 36374 5 6 2 M 4
9 29548 6 5 1 M 1
42 36571 1 6 4 M 2
77 72369 3 22 10 M 4
157 38851 5 6 2 M 4
116 29776 0 2 3 F 2
1 65487 0 27 12 F 4
169 71610 3 22 10 M 4
125 34874 6 9 2 F 4
182 31616 6 7 5 F 3
176 43619 4 9 6 M 4
66 38419 9 19 4 M 3
143 37233 5 7 4 F 4
45 24749 2 6 0 F 1
90 32296 6 7 5 F 3
63 37449 4 4 8 M 3
117 43574 9 6 4 M 2
