ID Salary Experience Employed Education Gender Department
121 41612 16 22 7 M 1
16 35468 5 9 4 F 2
60 36451 6 3 6 F 2
82 55550 3 20 6 F 3
129 39630 6 9 5 F 4
39 36431 4 9 4 F 2
66 38419 9 19 4 M 3
86 27562 6 0 2 F 2
169 71610 3 22 10 M 4
31 69246 3 22 10 M 4
148 36595 2 6 6 M 4
143 37233 5 7 4 F 4
133 49097 5 15 6 M 3
146 32371 3 15 9 F 1
164 38436 7 18 9 M 1
54 25912 3 15 9 F 1
36 54679 3 20 6 F 3
96 54786 5 12 8 F 4
168 38242 4 21 5 M 1
184 28816 3 1 2 F 4
18 39828 6 18 5 F 1
69 49334 5 14 6 F 4
145 28912 1 5 0 M 4
55 22540 6 5 1 M 1
132 26478 6 0 2 F 2
9 29548 6 5 1 M 1
142 57263 5 12 8 F 4
123 69133 3 22 10 M 4
25 43674 9 6 4 M 2
85 37415 4 9 4 F 2
167 41340 16 22 7 M 1
97 34756 5 7 4 F 4
113 31251 11 3 3 M 1
57 24525 0 0 0 F 3
45 24749 2 6 0 F 1
139 67851 0 27 12 F 4
79 38110 6 9 2 F 4
155 36769 4 4 8 M 3
1 65487 0 27 12 F 4
171 37351 6 9 2 F 4
172 28436 1 0 4 F 1
94 46071 3 20 4 M 4
98 35374 2 8 2 F 4
181 56449 3 12 8 M 2
78 51818 19 6 8 M 4
44 31425 6 7 5 F 3
124 48582 19 6 8 M 4
110 39551 6 18 5 F 1
120 51585 6 18 6 M 4
173 37995 4 6 4 M 4
