ID Salary Experience Employed Education Gender Department
24 29876 0 2 3 F 2
40 26578 6 0 2 F 2
30 38791 4 21 5 M 1
4 54899 5 12 8 F 4
106 35367 6 3 6 F 2
102 34118 2 6 6 M 4
63 37449 4 4 8 M 3
8 32920 3 15 9 F 1
13 36512 6 6 4 F 4
36 54679 3 20 6 F 3
45 24749 2 6 0 F 1
118 38708 7 18 9 M 1
91 17741 2 6 0 F 1
128 56240 3 20 6 F 3
152 35590 6 3 6 F 2
149 23845 0 0 0 F 3
138 26339 3 1 2 F 4
148 36595 2 6 6 M 4
104 39218 3 9 6 F 4
166 54062 6 18 6 M 4
184 28816 3 1 2 F 4
160 36996 4 5 4 M 4
110 39551 6 18 5 F 1
87 48407 5 15 6 M 3
70 30860 0 2 3 F 2
178 26701 6 0 2 F 2
181 56449 3 12 8 M 2
115 46098 5 14 6 F 4
34 28985 1 0 4 F 1
137 24472 2 6 0 F 1
136 32986 6 7 5 F 3
64 32820 6 18 5 F 1
183 24200 2 6 0 F 1
146 32371 3 15 9 F 1
111 36374 5 6 2 M 4
11 23654 0 0 0 F 3
29 41889 16 22 7 M 1
68 37755 4 5 4 M 4
71 44658 9 6 4 M 2
78 51818 19 6 8 M 4
77 72369 3 22 10 M 4
20 37548 9 19 4 M 3
165 53425 0 25 6 M 3
42 36571 1 6 4 M 2
125 34874 6 9 2 F 4
48 49307 3 20 4 M 4
133 49097 5 15 6 M 3
108 35368 5 9 4 F 2
86 27562 6 0 2 F 2
169 71610 3 22 10 M 4
