ID Salary Experience Employed Education Gender Department
108 35368 5 9 4 F 2
161 48575 5 14 6 F 4
128 56240 3 20 6 F 3
180 36694 1 6 4 M 2
140 48548 3 20 4 M 4
169 71610 3 22 10 M 4
96 54786 5 12 8 F 4
52 38610 2 8 2 F 4
6 35487 2 8 2 F 4
101 29271 6 5 1 M 1
109 38139 4 4 8 M 3
165 53425 0 25 6 M 3
117 43574 9 6 4 M 2
39 36431 4 9 4 F 2
167 41340 16 22 7 M 1
59 39635 6 6 4 F 4
16 35468 5 9 4 F 2
33 34987 6 9 2 F 4
182 31616 6 7 5 F 3
99 26435 1 5 0 M 4
120 51585 6 18 6 M 4
134 36471 1 6 4 M 2
146 32371 3 15 9 F 1
175 42107 6 9 5 F 4
68 37755 4 5 4 M 4
47 68610 0 27 12 F 4
143 37233 5 7 4 F 4
125 34874 6 9 2 F 4
177 36554 4 9 4 F 2
119 54795 0 25 6 M 3
100 32643 3 15 9 F 1
37 39743 6 9 5 F 4
154 35591 5 9 4 F 2
74 54821 6 18 6 M 4
168 38242 4 21 5 M 1
57 24525 0 0 0 F 3
58 42454 3 9 6 F 4
9 29548 6 5 1 M 1
107 68312 2 25 12 M 4
105 36399 6 6 4 F 4
24 29876 0 2 3 F 2
94 46071 3 20 4 M 4
44 31425 6 7 5 F 3
90 32296 6 7 5 F 3
139 67851 0 27 12 F 4
87 48407 5 15 6 M 3
43 56326 3 12 8 M 2
3 32782 1 0 7 M 1
10 34231 2 6 6 M 4
85 37415 4 9 4 F 2
