ID Salary Experience Employed Education Gender Department
28 51698 6 18 6 M 4
129 39630 6 9 5 F 4
92 29575 3 1 2 F 4
37 39743 6 9 5 F 4
125 34874 6 9 2 F 4
48 49307 3 20 4 M 4
154 35591 5 9 4 F 2
168 38242 4 21 5 M 1
160 36996 4 5 4 M 4
47 68610 0 27 12 F 4
95 32505 1 0 7 M 1
54 25912 3 15 9 F 1
142 57263 5 12 8 F 4
77 72369 3 22 10 M 4
171 37351 6 9 2 F 4
18 39828 6 18 5 F 1
61 71548 2 25 12 M 4
107 68312 2 25 12 M 4
123 69133 3 22 10 M 4
16 35468 5 9 4 F 2
180 36694 1 6 4 M 2
79 38110 6 9 2 F 4
23 46211 5 14 6 F 4
30 38791 4 21 5 M 1
67 24520 11 3 3 M 1
97 34756 5 7 4 F 4
19 36487 5 6 2 M 4
172 28436 1 0 4 F 1
137 24472 2 6 0 F 1
151 38876 6 6 4 F 4
143 37233 5 7 4 F 4
159 30979 11 3 3 M 1
57 24525 0 0 0 F 3
178 26701 6 0 2 F 2
98 35374 2 8 2 F 4
46 26452 3 1 2 F 4
65 39610 5 6 2 M 4
130 41142 4 9 6 M 4
35 35631 4 6 4 M 4
132 26478 6 0 2 F 2
70 30860 0 2 3 F 2
166 54062 6 18 6 M 4
71 44658 9 6 4 M 2
140 48548 3 20 4 M 4
103 25215 0 0 0 F 3
167 41340 16 22 7 M 1
109 38139 4 4 8 M 3
128 56240 3 20 6 F 3
136 32986 6 7 5 F 3
75 34881 16 22 7 M 1
