ID Salary Experience Employed Education Gender Department
57 24525 0 0 0 F 3
88 37555 1 6 4 M 2
172 28436 1 0 4 F 1
59 39635 6 6 4 F 4
101 29271 6 5 1 M 1
123 69133 3 22 10 M 4
32 48695 19 6 8 M 4
49 25774 1 0 7 M 1
72 31977 7 18 9 M 1
89 57310 3 12 8 M 2
96 54786 5 12 8 F 4
159 30979 11 3 3 M 1
27 53234 0 25 6 M 3
39 36431 4 9 4 F 2
183 24200 2 6 0 F 1
87 48407 5 15 6 M 3
132 26478 6 0 2 F 2
12 39331 3 9 6 F 4
95 32505 1 0 7 M 1
157 38851 5 6 2 M 4
113 31251 11 3 3 M 1
139 67851 0 27 12 F 4
125 34874 6 9 2 F 4
144 37851 2 8 2 F 4
62 36452 5 9 4 F 2
133 49097 5 15 6 M 3
97 34756 5 7 4 F 4
71 44658 9 6 4 M 2
143 37233 5 7 4 F 4
78 51818 19 6 8 M 4
30 38791 4 21 5 M 1
167 41340 16 22 7 M 1
129 39630 6 9 5 F 4
168 38242 4 21 5 M 1
131 36331 4 9 4 F 2
163 43797 9 6 4 M 2
1 65487 0 27 12 F 4
102 34118 2 6 6 M 4
134 36471 1 6 4 M 2
92 29575 3 1 2 F 4
120 51585 6 18 6 M 4
14 35467 6 3 6 F 2
117 43574 9 6 4 M 2
81 38754 4 6 4 M 4
68 37755 4 5 4 M 4
40 26578 6 0 2 F 2
53 29671 1 5 0 M 4
166 54062 6 18 6 M 4
99 26435 1 5 0 M 4
128 56240 3 20 6 F 3
