ID Salary Experience Employed Education Gender Department
123 69133 3 22 10 M 4
130 41142 4 9 6 M 4
21 31528 11 3 3 M 1
117 43574 9 6 4 M 2
122 38514 4 21 5 M 1
104 39218 3 9 6 F 4
163 43797 9 6 4 M 2
60 36451 6 3 6 F 2
106 35367 6 3 6 F 2
166 54062 6 18 6 M 4
175 42107 6 9 5 F 4
74 54821 6 18 6 M 4
57 24525 0 0 0 F 3
37 39743 6 9 5 F 4
79 38110 6 9 2 F 4
7 26548 1 5 0 M 4
2 46184 3 20 4 M 4
29 41889 16 22 7 M 1
73 54105 0 25 6 M 3
3 32782 1 0 7 M 1
107 68312 2 25 12 M 4
179 47727 5 15 6 M 3
127 35518 4 6 4 M 4
164 38436 7 18 9 M 1
39 36431 4 9 4 F 2
56 37354 2 6 6 M 4
92 29575 3 1 2 F 4
167 41340 16 22 7 M 1
4 54899 5 12 8 F 4
147 28999 6 5 1 M 1
6 35487 2 8 2 F 4
36 54679 3 20 6 F 3
157 38851 5 6 2 M 4
149 23845 0 0 0 F 3
168 38242 4 21 5 M 1
26 38985 7 18 9 M 1
159 30979 11 3 3 M 1
155 36769 4 4 8 M 3
83 42866 6 9 5 F 4
137 24472 2 6 0 F 1
46 26452 3 1 2 F 4
180 36694 1 6 4 M 2
67 24520 11 3 3 M 1
13 36512 6 6 4 F 4
142 57263 5 12 8 F 4
9 29548 6 5 1 M 1
17 36578 4 4 8 M 3
49 25774 1 0 7 M 1
119 54795 0 25 6 M 3
152 35590 6 3 6 F 2
