ID Salary Experience Employed Education Gender Department
138 26339 3 1 2 F 4
88 37555 1 6 4 M 2
28 51698 6 18 6 M 4
65 39610 5 6 2 M 4
131 36331 4 9 4 F 2
127 35518 4 6 4 M 4
49 25774 1 0 7 M 1
30 38791 4 21 5 M 1
59 39635 6 6 4 F 4
157 38851 5 6 2 M 4
158 37739 9 19 4 M 3
40 26578 6 0 2 F 2
137 24472 2 6 0 F 1
55 22540 6 5 1 M 1
130 41142 4 9 6 M 4
22 34632 4 5 4 M 4
109 38139 4 4 8 M 3
133 49097 5 15 6 M 3
32 48695 19 6 8 M 4
177 36554 4 9 4 F 2
106 35367 6 3 6 F 2
135 56226 3 12 8 M 2
3 32782 1 0 7 M 1
101 29271 6 5 1 M 1
174 54870 3 20 6 F 3
80 21977 1 0 4 F 1
11 23654 0 0 0 F 3
50 58022 5 12 8 F 4
84 44378 4 9 6 M 4
184 28816 3 1 2 F 4
7 26548 1 5 0 M 4
139 67851 0 27 12 F 4
183 24200 2 6 0 F 1
87 48407 5 15 6 M 3
63 37449 4 4 8 M 3
149 23845 0 0 0 F 3
134 36471 1 6 4 M 2
125 34874 6 9 2 F 4
43 56326 3 12 8 M 2
179 47727 5 15 6 M 3
93 65374 0 27 12 F 4
72 31977 7 18 9 M 1
74 54821 6 18 6 M 4
73 54105 0 25 6 M 3
175 42107 6 9 5 F 4
60 36451 6 3 6 F 2
150 41695 3 9 6 F 4
136 32986 6 7 5 F 3
16 35468 5 9 4 F 2
112 39109 9 19 4 M 3
