ID Salary Experience Employed Education Gender Department
126 28708 1 0 4 F 1
164 38436 7 18 9 M 1
141 32233 1 0 7 M 1
72 31977 7 18 9 M 1
73 54105 0 25 6 M 3
79 38110 6 9 2 F 4
146 32371 3 15 9 F 1
14 35467 6 3 6 F 2
162 29999 0 2 3 F 2
56 37354 2 6 6 M 4
180 36694 1 6 4 M 2
112 39109 9 19 4 M 3
12 39331 3 9 6 F 4
52 38610 2 8 2 F 4
87 48407 5 15 6 M 3
128 56240 3 20 6 F 3
91 17741 2 6 0 F 1
152 35590 6 3 6 F 2
121 41612 16 22 7 M 1
62 36452 5 9 4 F 2
99 26435 1 5 0 M 4
167 41340 16 22 7 M 1
104 39218 3 9 6 F 4
13 36512 6 6 4 F 4
32 48695 19 6 8 M 4
133 49097 5 15 6 M 3
145 28912 1 5 0 M 4
68 37755 4 5 4 M 4
98 35374 2 8 2 F 4
39 36431 4 9 4 F 2
127 35518 4 6 4 M 4
21 31528 11 3 3 M 1
161 48575 5 14 6 F 4
142 57263 5 12 8 F 4
5 34869 5 7 4 F 4
105 36399 6 6 4 F 4
61 71548 2 25 12 M 4
113 31251 11 3 3 M 1
81 38754 4 6 4 M 4
19 36487 5 6 2 M 4
184 28816 3 1 2 F 4
44 31425 6 7 5 F 3
156 39279 6 18 5 F 1
51 37992 5 7 4 F 4
181 56449 3 12 8 M 2
53 29671 1 5 0 M 4
43 56326 3 12 8 M 2
37 39743 6 9 5 F 4
174 54870 3 20 6 F 3
55 22540 6 5 1 M 1
