ID Salary Experience Employed Education Gender Department
113 31251 11 3 3 M 1
3 32782 1 0 7 M 1
64 32820 6 18 5 F 1
7 26548 1 5 0 M 4
83 42866 6 9 5 F 4
99 26435 1 5 0 M 4
181 56449 3 12 8 M 2
112 39109 9 19 4 M 3
54 25912 3 15 9 F 1
117 43574 9 6 4 M 2
76 31783 4 21 5 M 1
63 37449 4 4 8 M 3
151 38876 6 6 4 F 4
74 54821 6 18 6 M 4
115 46098 5 14 6 F 4
15 68425 2 25 12 M 4
119 54795 0 25 6 M 3
10 34231 2 6 6 M 4
138 26339 3 1 2 F 4
71 44658 9 6 4 M 2
142 57263 5 12 8 F 4
101 29271 6 5 1 M 1
69 49334 5 14 6 F 4
45 24749 2 6 0 F 1
19 36487 5 6 2 M 4
169 71610 3 22 10 M 4
43 56326 3 12 8 M 2
165 53425 0 25 6 M 3
13 36512 6 6 4 F 4
107 68312 2 25 12 M 4
160 36996 4 5 4 M 4
41 47536 5 15 6 M 3
57 24525 0 0 0 F 3
30 38791 4 21 5 M 1
26 38985 7 18 9 M 1
141 32233 1 0 7 M 1
42 36571 1 6 4 M 2
162 29999 0 2 3 F 2
131 36331 4 9 4 F 2
84 44378 4 9 6 M 4
103 25215 0 0 0 F 3
79 38110 6 9 2 F 4
8 32920 3 15 9 F 1
50 58022 5 12 8 F 4
66 38419 9 19 4 M 3
140 48548 3 20 4 M 4
62 36452 5 9 4 F 2
173 37995 4 6 4 M 4
154 35591 5 9 4 F 2
166 54062 6 18 6 M 4
