ID Salary Experience Employed Education Gender Department
54 25912 3 15 9 F 1
107 68312 2 25 12 M 4
17 36578 4 4 8 M 3
129 39630 6 9 5 F 4
139 67851 0 27 12 F 4
122 38514 4 21 5 M 1
135 56226 3 12 8 M 2
25 43674 9 6 4 M 2
161 48575 5 14 6 F 4
81 38754 4 6 4 M 4
32 48695 19 6 8 M 4
4 54899 5 12 8 F 4
177 36554 4 9 4 F 2
167 41340 16 22 7 M 1
21 31528 11 3 3 M 1
96 54786 5 12 8 F 4
48 49307 3 20 4 M 4
182 31616 6 7 5 F 3
38 41255 4 9 6 M 4
138 26339 3 1 2 F 4
126 28708 1 0 4 F 1
155 36769 4 4 8 M 3
110 39551 6 18 5 F 1
63 37449 4 4 8 M 3
102 34118 2 6 6 M 4
61 71548 2 25 12 M 4
72 31977 7 18 9 M 1
95 32505 1 0 7 M 1
13 36512 6 6 4 F 4
125 34874 6 9 2 F 4
36 54679 3 20 6 F 3
27 53234 0 25 6 M 3
165 53425 0 25 6 M 3
158 37739 9 19 4 M 3
130 41142 4 9 6 M 4
53 29671 1 5 0 M 4
87 48407 5 15 6 M 3
157 38851 5 6 2 M 4
121 41612 16 22 7 M 1
173 37995 4 6 4 M 4
180 36694 1 6 4 M 2
117 43574 9 6 4 M 2
77 72369 3 22 10 M 4
6 35487 2 8 2 F 4
90 32296 6 7 5 F 3
91 17741 2 6 0 F 1
71 44658 9 6 4 M 2
175 42107 6 9 5 F 4
39 36431 4 9 4 F 2
7 26548 1 5 0 M 4
