ID Salary Experience Employed Education Gender Department
66 38419 9 19 4 M 3
120 51585 6 18 6 M 4
18 39828 6 18 5 F 1
168 38242 4 21 5 M 1
135 56226 3 12 8 M 2
166 54062 6 18 6 M 4
110 39551 6 18 5 F 1
99 26435 1 5 0 M 4
179 47727 5 15 6 M 3
38 41255 4 9 6 M 4
105 36399 6 6 4 F 4
59 39635 6 6 4 F 4
23 46211 5 14 6 F 4
141 32233 1 0 7 M 1
107 68312 2 25 12 M 4
5 34869 5 7 4 F 4
128 56240 3 20 6 F 3
10 34231 2 6 6 M 4
57 24525 0 0 0 F 3
159 30979 11 3 3 M 1
73 54105 0 25 6 M 3
154 35591 5 9 4 F 2
140 48548 3 20 4 M 4
158 37739 9 19 4 M 3
122 38514 4 21 5 M 1
95 32505 1 0 7 M 1
183 24200 2 6 0 F 1
4 54899 5 12 8 F 4
181 56449 3 12 8 M 2
68 37755 4 5 4 M 4
165 53425 0 25 6 M 3
15 68425 2 25 12 M 4
180 36694 1 6 4 M 2
139 67851 0 27 12 F 4
47 68610 0 27 12 F 4
121 41612 16 22 7 M 1
90 32296 6 7 5 F 3
2 46184 3 20 4 M 4
93 65374 0 27 12 F 4
104 39218 3 9 6 F 4
146 32371 3 15 9 F 1
40 26578 6 0 2 F 2
33 34987 6 9 2 F 4
22 34632 4 5 4 M 4
127 35518 4 6 4 M 4
79 38110 6 9 2 F 4
54 25912 3 15 9 F 1
83 42866 6 9 5 F 4
77 72369 3 22 10 M 4
160 36996 4 5 4 M 4
