ID Salary Experience Employed Education Gender Department
83 42866 6 9 5 F 4
177 36554 4 9 4 F 2
98 35374 2 8 2 F 4
109 38139 4 4 8 M 3
18 39828 6 18 5 F 1
141 32233 1 0 7 M 1
133 49097 5 15 6 M 3
112 39109 9 19 4 M 3
153 70789 2 25 12 M 4
144 37851 2 8 2 F 4
130 41142 4 9 6 M 4
6 35487 2 8 2 F 4
182 31616 6 7 5 F 3
70 30860 0 2 3 F 2
41 47536 5 15 6 M 3
97 34756 5 7 4 F 4
46 26452 3 1 2 F 4
31 69246 3 22 10 M 4
174 54870 3 20 6 F 3
143 37233 5 7 4 F 4
40 26578 6 0 2 F 2
84 44378 4 9 6 M 4
146 32371 3 15 9 F 1
114 34519 4 5 4 M 4
44 31425 6 7 5 F 3
29 41889 16 22 7 M 1
9 29548 6 5 1 M 1
1 65487 0 27 12 F 4
121 41612 16 22 7 M 1
58 42454 3 9 6 F 4
169 71610 3 22 10 M 4
77 72369 3 22 10 M 4
122 38514 4 21 5 M 1
22 34632 4 5 4 M 4
38 41255 4 9 6 M 4
162 29999 0 2 3 F 2
136 32986 6 7 5 F 3
90 32296 6 7 5 F 3
86 27562 6 0 2 F 2
71 44658 9 6 4 M 2
82 55550 3 20 6 F 3
42 36571 1 6 4 M 2
75 34881 16 22 7 M 1
27 53234 0 25 6 M 3
103 25215 0 0 0 F 3
126 28708 1 0 4 F 1
134 36471 1 6 4 M 2
155 36769 4 4 8 M 3
128 56240 3 20 6 F 3
168 38242 4 21 5 M 1
