ID Salary Experience Employed Education Gender Department
105 36399 6 6 4 F 4
166 54062 6 18 6 M 4
163 43797 9 6 4 M 2
145 28912 1 5 0 M 4
167 41340 16 22 7 M 1
133 49097 5 15 6 M 3
59 39635 6 6 4 F 4
83 42866 6 9 5 F 4
67 24520 11 3 3 M 1
10 34231 2 6 6 M 4
168 38242 4 21 5 M 1
49 25774 1 0 7 M 1
86 27562 6 0 2 F 2
19 36487 5 6 2 M 4
57 24525 0 0 0 F 3
6 35487 2 8 2 F 4
164 38436 7 18 9 M 1
170 51059 19 6 8 M 4
97 34756 5 7 4 F 4
55 22540 6 5 1 M 1
37 39743 6 9 5 F 4
74 54821 6 18 6 M 4
132 26478 6 0 2 F 2
155 36769 4 4 8 M 3
182 31616 6 7 5 F 3
40 26578 6 0 2 F 2
180 36694 1 6 4 M 2
14 35467 6 3 6 F 2
121 41612 16 22 7 M 1
169 71610 3 22 10 M 4
114 34519 4 5 4 M 4
58 42454 3 9 6 F 4
81 38754 4 6 4 M 4
177 36554 4 9 4 F 2
48 49307 3 20 4 M 4
172 28436 1 0 4 F 1
4 54899 5 12 8 F 4
111 36374 5 6 2 M 4
7 26548 1 5 0 M 4
47 68610 0 27 12 F 4
162 29999 0 2 3 F 2
110 39551 6 18 5 F 1
18 39828 6 18 5 F 1
144 37851 2 8 2 F 4
28 51698 6 18 6 M 4
50 58022 5 12 8 F 4
96 54786 5 12 8 F 4
181 56449 3 12 8 M 2
87 48407 5 15 6 M 3
142 57263 5 12 8 F 4
