ID Salary Experience Employed Education Gender Department
125 34874 6 9 2 F 4
156 39279 6 18 5 F 1
176 43619 4 9 6 M 4
138 26339 3 1 2 F 4
112 39109 9 19 4 M 3
28 51698 6 18 6 M 4
117 43574 9 6 4 M 2
15 68425 2 25 12 M 4
141 32233 1 0 7 M 1
73 54105 0 25 6 M 3
107 68312 2 25 12 M 4
59 39635 6 6 4 F 4
4 54899 5 12 8 F 4
91 17741 2 6 0 F 1
172 28436 1 0 4 F 1
170 51059 19 6 8 M 4
82 55550 3 20 6 F 3
41 47536 5 15 6 M 3
33 34987 6 9 2 F 4
168 38242 4 21 5 M 1
32 48695 19 6 8 M 4
164 38436 7 18 9 M 1
114 34519 4 5 4 M 4
17 36578 4 4 8 M 3
12 39331 3 9 6 F 4
161 48575 5 14 6 F 4
24 29876 0 2 3 F 2
27 53234 0 25 6 M 3
150 41695 3 9 6 F 4
48 49307 3 20 4 M 4
175 42107 6 9 5 F 4
63 37449 4 4 8 M 3
19 36487 5 6 2 M 4
47 68610 0 27 12 F 4
77 72369 3 22 10 M 4
40 26578 6 0 2 F 2
26 38985 7 18 9 M 1
71 44658 9 6 4 M 2
86 27562 6 0 2 F 2
92 29575 3 1 2 F 4
130 41142 4 9 6 M 4
76 31783 4 21 5 M 1
29 41889 16 22 7 M 1
100 32643 3 15 9 F 1
155 36769 4 4 8 M 3
85 37415 4 9 4 F 2
105 36399 6 6 4 F 4
98 35374 2 8 2 F 4
184 28816 3 1 2 F 4
109 38139 4 4 8 M 3
