ID Salary Experience Employed Education Gender Department
147 28999 6 5 1 M 1
124 48582 19 6 8 M 4
179 47727 5 15 6 M 3
24 29876 0 2 3 F 2
86 27562 6 0 2 F 2
184 28816 3 1 2 F 4
27 53234 0 25 6 M 3
30 38791 4 21 5 M 1
120 51585 6 18 6 M 4
2 46184 3 20 4 M 4
21 31528 11 3 3 M 1
26 38985 7 18 9 M 1
92 29575 3 1 2 F 4
136 32986 6 7 5 F 3
174 54870 3 20 6 F 3
152 35590 6 3 6 F 2
96 54786 5 12 8 F 4
4 54899 5 12 8 F 4
155 36769 4 4 8 M 3
39 36431 4 9 4 F 2
58 42454 3 9 6 F 4
129 39630 6 9 5 F 4
67 24520 11 3 3 M 1
15 68425 2 25 12 M 4
79 38110 6 9 2 F 4
70 30860 0 2 3 F 2
73 54105 0 25 6 M 3
31 69246 3 22 10 M 4
45 24749 2 6 0 F 1
142 57263 5 12 8 F 4
117 43574 9 6 4 M 2
183 24200 2 6 0 F 1
131 36331 4 9 4 F 2
150 41695 3 9 6 F 4
160 36996 4 5 4 M 4
182 31616 6 7 5 F 3
66 38419 9 19 4 M 3
166 54062 6 18 6 M 4
43 56326 3 12 8 M 2
52 38610 2 8 2 F 4
75 34881 16 22 7 M 1
157 38851 5 6 2 M 4
122 38514 4 21 5 M 1
48 49307 3 20 4 M 4
40 26578 6 0 2 F 2
72 31977 7 18 9 M 1
119 54795 0 25 6 M 3
159 30979 11 3 3 M 1
71 44658 9 6 4 M 2
69 49334 5 14 6 F 4
