ID Salary Experience Employed Education Gender Department
93 65374 0 27 12 F 4
174 54870 3 20 6 F 3
143 37233 5 7 4 F 4
156 39279 6 18 5 F 1
141 32233 1 0 7 M 1
88 37555 1 6 4 M 2
42 36571 1 6 4 M 2
97 34756 5 7 4 F 4
160 36996 4 5 4 M 4
13 36512 6 6 4 F 4
24 29876 0 2 3 F 2
58 42454 3 9 6 F 4
171 37351 6 9 2 F 4
72 31977 7 18 9 M 1
49 25774 1 0 7 M 1
102 34118 2 6 6 M 4
39 36431 4 9 4 F 2
15 68425 2 25 12 M 4
164 38436 7 18 9 M 1
124 48582 19 6 8 M 4
8 32920 3 15 9 F 1
115 46098 5 14 6 F 4
107 68312 2 25 12 M 4
159 30979 11 3 3 M 1
148 36595 2 6 6 M 4
17 36578 4 4 8 M 3
158 37739 9 19 4 M 3
161 48575 5 14 6 F 4
81 38754 4 6 4 M 4
149 23845 0 0 0 F 3
136 32986 6 7 5 F 3
162 29999 0 2 3 F 2
43 56326 3 12 8 M 2
154 35591 5 9 4 F 2
128 56240 3 20 6 F 3
173 37995 4 6 4 M 4
36 54679 3 20 6 F 3
167 41340 16 22 7 M 1
157 38851 5 6 2 M 4
25 43674 9 6 4 M 2
122 38514 4 21 5 M 1
138 26339 3 1 2 F 4
23 46211 5 14 6 F 4
33 34987 6 9 2 F 4
133 49097 5 15 6 M 3
84 44378 4 9 6 M 4
86 27562 6 0 2 F 2
21 31528 11 3 3 M 1
178 26701 6 0 2 F 2
79 38110 6 9 2 F 4
