ID Salary Experience Employed Education Gender Department
154 35591 5 9 4 F 2
141 32233 1 0 7 M 1
35 35631 4 6 4 M 4
150 41695 3 9 6 F 4
5 34869 5 7 4 F 4
107 68312 2 25 12 M 4
90 32296 6 7 5 F 3
39 36431 4 9 4 F 2
183 24200 2 6 0 F 1
4 54899 5 12 8 F 4
27 53234 0 25 6 M 3
83 42866 6 9 5 F 4
167 41340 16 22 7 M 1
66 38419 9 19 4 M 3
129 39630 6 9 5 F 4
88 37555 1 6 4 M 2
145 28912 1 5 0 M 4
168 38242 4 21 5 M 1
170 51059 19 6 8 M 4
97 34756 5 7 4 F 4
147 28999 6 5 1 M 1
180 36694 1 6 4 M 2
16 35468 5 9 4 F 2
74 54821 6 18 6 M 4
127 35518 4 6 4 M 4
93 65374 0 27 12 F 4
101 29271 6 5 1 M 1
161 48575 5 14 6 F 4
151 38876 6 6 4 F 4
126 28708 1 0 4 F 1
86 27562 6 0 2 F 2
114 34519 4 5 4 M 4
48 49307 3 20 4 M 4
28 51698 6 18 6 M 4
3 32782 1 0 7 M 1
43 56326 3 12 8 M 2
89 57310 3 12 8 M 2
65 39610 5 6 2 M 4
149 23845 0 0 0 F 3
17 36578 4 4 8 M 3
34 28985 1 0 4 F 1
85 37415 4 9 4 F 2
62 36452 5 9 4 F 2
157 38851 5 6 2 M 4
69 49334 5 14 6 F 4
61 71548 2 25 12 M 4
38 41255 4 9 6 M 4
42 36571 1 6 4 M 2
166 54062 6 18 6 M 4
78 51818 19 6 8 M 4
