ID Salary Experience Employed Education Gender Department
101 29271 6 5 1 M 1
149 23845 0 0 0 F 3
89 57310 3 12 8 M 2
118 38708 7 18 9 M 1
83 42866 6 9 5 F 4
38 41255 4 9 6 M 4
173 37995 4 6 4 M 4
67 24520 11 3 3 M 1
16 35468 5 9 4 F 2
176 43619 4 9 6 M 4
34 28985 1 0 4 F 1
19 36487 5 6 2 M 4
23 46211 5 14 6 F 4
158 37739 9 19 4 M 3
68 37755 4 5 4 M 4
32 48695 19 6 8 M 4
147 28999 6 5 1 M 1
184 28816 3 1 2 F 4
47 68610 0 27 12 F 4
132 26478 6 0 2 F 2
180 36694 1 6 4 M 2
61 71548 2 25 12 M 4
3 32782 1 0 7 M 1
161 48575 5 14 6 F 4
10 34231 2 6 6 M 4
84 44378 4 9 6 M 4
111 36374 5 6 2 M 4
159 30979 11 3 3 M 1
130 41142 4 9 6 M 4
88 37555 1 6 4 M 2
115 46098 5 14 6 F 4
164 38436 7 18 9 M 1
57 24525 0 0 0 F 3
148 36595 2 6 6 M 4
94 46071 3 20 4 M 4
124 48582 19 6 8 M 4
114 34519 4 5 4 M 4
85 37415 4 9 4 F 2
27 53234 0 25 6 M 3
178 26701 6 0 2 F 2
154 35591 5 9 4 F 2
46 26452 3 1 2 F 4
96 54786 5 12 8 F 4
128 56240 3 20 6 F 3
112 39109 9 19 4 M 3
156 39279 6 18 5 F 1
121 41612 16 22 7 M 1
14 35467 6 3 6 F 2
12 39331 3 9 6 F 4
104 39218 3 9 6 F 4
