ID Salary Experience Employed Education Gender Department
38 41255 4 9 6 M 4
75 34881 16 22 7 M 1
149 23845 0 0 0 F 3
69 49334 5 14 6 F 4
71 44658 9 6 4 M 2
103 25215 0 0 0 F 3
6 35487 2 8 2 F 4
100 32643 3 15 9 F 1
105 36399 6 6 4 F 4
49 25774 1 0 7 M 1
107 68312 2 25 12 M 4
20 37548 9 19 4 M 3
156 39279 6 18 5 F 1
36 54679 3 20 6 F 3
31 69246 3 22 10 M 4
37 39743 6 9 5 F 4
43 56326 3 12 8 M 2
183 24200 2 6 0 F 1
1 65487 0 27 12 F 4
62 36452 5 9 4 F 2
54 25912 3 15 9 F 1
44 31425 6 7 5 F 3
51 37992 5 7 4 F 4
170 51059 19 6 8 M 4
169 71610 3 22 10 M 4
160 36996 4 5 4 M 4
85 37415 4 9 4 F 2
144 37851 2 8 2 F 4
134 36471 1 6 4 M 2
128 56240 3 20 6 F 3
97 34756 5 7 4 F 4
77 72369 3 22 10 M 4
140 48548 3 20 4 M 4
161 48575 5 14 6 F 4
66 38419 9 19 4 M 3
138 26339 3 1 2 F 4
177 36554 4 9 4 F 2
147 28999 6 5 1 M 1
90 32296 6 7 5 F 3
11 23654 0 0 0 F 3
178 26701 6 0 2 F 2
102 34118 2 6 6 M 4
162 29999 0 2 3 F 2
50 58022 5 12 8 F 4
163 43797 9 6 4 M 2
150 41695 3 9 6 F 4
30 38791 4 21 5 M 1
112 39109 9 19 4 M 3
179 47727 5 15 6 M 3
159 30979 11 3 3 M 1
