year inflation
1962 3.69609856262892
1963 NA
1964 -0.792079207921096
1965 0.166333998420158
1966 4.03520425067443
1967 4.30965682357134
1968 1.79035960223016
1969 2.45039085983106
1970 -0.0880410855462499
1971 0.484652665370736
1972 4.83776673497442
1973 15.5095497002705
1974 24.3135598335014
1975 5.33009708749864
1976 4.14930555494794
1977 7.60126687769027
1978 7.92408985303786
1979 9.89736596559925
1980 19.703500522778
1981 12.6629930710216
1982 5.25907990316825
1983 3.7265366212408
1984 0.864898430279284
1985 2.43173123433474
1986 1.84167596806049
1987 2.46646112823951
1988 3.86273074733655
1989 5.35546507986217
1990 5.86399474375829
1991 5.70985259891396
1992 4.13914575077055
1993 3.31219168428469
1994 5.04774897680756
1995 5.81818181818193
1996 5.80510554737347
1997 5.62579747129104
1998 7.99472875027459
1999 0.28472645922304
2000 1.59196917460974
2001 1.62690887314089
2002 0.697308976625456
2003 1.80434994635721
2004 2.75914926231081
2005 4.54036919634533
2006 4.63747436011765
2007 2.24154095286803
2008 5.46848949649844
2009 -0.845716092316723
2010 3.24758842443727
2011 3.80879058139634
2012 3.01489950334988
2013 2.18488618530682
2014 1.89514181898783
2015 -0.900424963291544
2016 0.188149704448173
2017 0.66563189313507
2018 1.06389754183022
2019 0.70672860131428
2020 -0.845937147357037
2021 1.23039541318382
