year inflation
1961 0.992676260767344
1962 1.40460703543509
1963 2.14800341332203
1964 4.16876058564369
1965 4.06520137474648
1966 4.17434761852997
1967 2.73030268590904
1968 2.70144982931352
1969 3.75399229053284
1970 3.90847238471907
1971 4.34362854612099
1972 5.44843128438077
1973 6.95528008719915
1974 12.6778877513452
1975 12.7681985920515
1976 9.06860981054963
1977 7.09600059132598
1978 4.47059331592941
1979 4.46908394900489
1980 6.64868829655357
1981 7.62748656814273
1982 8.72654906555468
1983 7.66160983743879
1984 6.34177491009128
1985 4.86873399496945
1986 1.29436819102482
1987 1.55338261314945
1988 1.16093493415326
1989 3.10705065111097
1990 3.44831217961809
1991 3.21531069260804
1992 2.42795567164621
1993 2.75442643473457
1994 2.37754084476403
1995 1.46796699090272
1996 2.07702107350668
1997 1.62816049512961
1998 0.949250288350641
1999 1.12084823417844
2000 2.54451776190906
2001 2.46925823086078
2002 1.64521436175359
2003 1.58896399970379
2004 2.09728311239314
2005 2.78143263670025
2006 1.79120770070454
2007 1.8230563002681
2008 4.48944420508401
2009 -0.0531456741253762
2010 2.18929920422458
2011 3.53208210722744
2012 2.83966343445897
2013 1.11309594027537
2014 0.340002833356965
2015 0.561429152790106
2016 1.97385264653172
2017 2.12597086002609
2018 2.05316499865181
2019 1.43681956996435
2020 0.740791812220385
2021 2.44024851144081
