year inflation
1960 0.790205817960056
1961 2.4307939100916
1962 2.67785968742788
1963 2.93161847051353
1964 3.32403316018129
1965 -0.665000000583377
1966 0.182882837621486
1967 1.20834031134421
1968 4.09389143106837
1969 2.62934083658334
1970 4.65229749303154
1971 3.08304841408707
1972 4.60112569280861
1973 15.2140342204182
1974 30.0736292803636
1975 17.3692020226552
1976 3.48583333291703
1977 4.19024045261669
1978 6.00712709994908
1979 9.18841043700978
1980 18.135170796071
1981 37.0563415239513
1982 90.1213328504165
1983 32.6237081487832
1984 11.9474270118864
1985 15.0574196445756
1986 11.8350618936099
1987 16.8424201630394
1988 20.8325332309202
1989 16.5098087687391
1990 19.0397526635649
1991 28.7092913706618
1992 21.7911687900609
1993 9.7786007829378
1994 13.5344687273427
1995 23.1864981102567
1996 17.5114524814591
1997 13.2480440791191
1998 11.6592997742233
1999 10.0452817292494
2000 10.9615496593622
2001 11.2556157091172
2002 9.16752048509115
2003 9.4475809161698
2004 12.3148150178852
2005 13.7982949108987
2006 11.4705968149052
2007 9.35724456417162
2008 13.4244635507283
2009 7.84270167700652
2010 5.66275708420023
2011 4.87799830970698
2012 4.49545314354611
2013 5.23133614174423
2014 4.51920098516958
2015 0.801982005099592
2016 -0.0174788505908107
2017 1.62590692991729
2018 2.22111461526584
2019 2.09604635327805
2020 0.724911478131358
2021 1.72647755109235
