year inflation
1961 -0.55333538272658
1962 2.05255023209701
1963 0.151450899375927
1964 -0.193563997036572
1965 -0.800000000003518
1966 0.684261974465198
1967 0.48543689344876
1968 1.92632850230087
1969 2.09728064471573
1970 2.34433934881415
1971 -0.453591880763762
1972 0.529703252323021
1973 13.7960339945019
1974 16.4948966890134
1975 13.1592443798582
1976 10.72499999925
1977 12.3245796860999
1978 8.28797624957703
1979 11.3433858811608
1980 10.8238432335411
1981 11.4330679503505
1982 0.307385561437055
1983 4.53867815133257
1984 3.40675011837791
1985 18.6867912971238
1986 36.9311212965016
1987 12.3232132755046
1988 10.8327037689913
1989 11.3871321997958
1990 41.2218671380973
1991 33.1664219167535
1992 10.0459179984088
1993 11.8196901746257
1994 10.8553211494391
1995 8.41141312270567
1996 11.0569165321987
1997 9.23290294884937
1998 6.61346070518057
1999 5.2136105860112
2000 5.9775773473714
2001 7.28587366610134
2002 8.13263054281055
2003 5.6034767543447
2004 7.57862247309731
2005 9.10864985719216
2006 6.56085282795383
2007 6.82161753590322
2008 11.355761126315
2009 1.85910254733027
2010 3.85950909833169
2011 6.21412393067094
2012 3.78180754679685
2013 4.34337131279513
2014 3.41836169662962
2015 2.38872032839552
2016 4.44844199942824
2017 4.42453655182543
