year inflation
1964 3.19564717604592
1965 0.222783306253976
1966 -0.155601659973812
1967 2.1892393320351
1968 5.86056644898589
1969 7.45695273372574
1970 5.86695607765967
1971 2.66538020859995
1972 6.34948605013609
1973 9.62664310171117
1974 12.3028867952473
1975 6.62599255320984
1976 1.32951868058228
1977 1.22487958802843
1978 12.141597276466
1979 10.731921430873
1980 26.1454101014465
1981 17.9689954960101
1982 10.8257491675687
1983 13.9643880065
1984 16.6382537479217
1985 1.48118012235432
1986 7.97636193570626
1987 7.71716560559268
1988 13.9915489002076
1989 11.5675360890558
1990 21.495252052759
1991 12.1856307214389
1992 11.3834370512205
1993 11.7467370174947
1994 8.44871248698343
1995 7.6748487344981
1996 15.9358310447214
1997 9.57369626405169
1998 9.3642430068323
1999 4.69170563048434
2000 6.17627591012044
2001 14.1584557991201
2002 9.55103167007249
2003 6.31463787051176
2004 7.57592582995854
2005 11.6396860971118
2006 10.0201836057035
2007 15.8421114924843
2008 22.5644955300126
2009 3.46496322106075
2010 6.21764889304619
2011 6.71676843588538
2012 7.54291373239438
2013 6.90845034828443
2014 3.17900228236063
2015 3.76836783062096
2016 3.9588884659307
2017 7.70413767850605
2018 2.13503773713198
2019 3.52839358231808
2020 6.15394508391743
