year inflation
1963 3.10525365608347
1964 -0.402731571003633
1965 -0.105485232243793
1966 0.967969025261378
1967 4.57556214033288
1968 -0.15834652879454
1969 -0.409015025294067
1970 1.84393596556384
1971 1.61303596395806
1972 3.23155422354877
1973 10.5601757413101
1974 17.3289809824411
1975 4.48772226915908
1976 2.63371150730572
1977 4.78822401445964
1978 4.8600645855425
1979 3.65446799796413
1980 6.6749195345051
1981 9.70000000000016
1982 5.81890002977831
1983 3.70423546319373
1984 3.89727260149767
1985 0.346458791259879
1986 0.737002855391949
1987 0.290007909438398
1988 2.55651945320742
1989 2.81320089714805
1990 2.61780104712051
1991 4.35833333333302
1992 4.7672282999282
1993 3.53658536585388
1994 3.72497055359286
1995 3.45057509584896
1996 3.48855945858916
1997 2.66251459711942
1998 5.27034200348766
1999 2.74456130240608
2000 1.53474023697698
2001 1.41678473206102
2002 1.80787246281537
2003 1.08967632577284
2004 1.421271159374
2005 2.97507092684453
2006 3.6092356422439
2007 2.02735317779565
2008 5.44078221100772
2009 0.583308405623704
2010 1.62285235577031
2011 3.17447092151309
2012 1.66357102479204
2013 2.10501231233614
2014 3.14299050879107
2015 2.10438980238344
2016 2.09056659525745
2017 3.8712011577424
2018 0.884709160571244
2019 0.662891865764376
2020 -1.13870215393056
2021 2.47710241465444
