year inflation
1964 8.18307905700338
1965 2.56410256428441
1966 5.39999999968083
1967 6.25395319397735
1968 2.35880645890594
1969 1.95551032285385
1970 14.3814616757328
1971 21.4033435366143
1972 8.20403413498833
1973 16.5800322638464
1974 34.1635916359165
1975 6.76140270456079
1976 9.19922713611011
1977 9.89875159736565
1978 7.33452593917692
1979 17.5333333327501
1980 18.2005104938509
1981 13.0825985241676
1982 10.2217271376891
1983 10.0293565620481
1984 50.3389756374499
1985 23.1031071803888
1986 1.14813777653333
1987 4.06976744186029
1988 13.8600691673318
1989 12.2429906542055
1990 12.1773522064946
1991 19.2614585266282
1992 8.65100357865264
1993 6.71631104109973
1994 10.3864734299518
1995 6.83199610989531
1996 7.47610377787908
1997 5.59025939650602
1998 9.2349343226712
1999 5.93904901780807
2000 3.97712503249282
2001 5.3455019556714
2002 2.72277227722767
2003 2.28915662650606
2004 4.82921083627794
2005 6.51685393258435
2006 5.48523206751051
2007 2.90000000000002
2008 8.26044703595726
2009 4.21903052064627
2010 3.7898363479759
2011 4.71841704718416
2012 3.02696391124798
2013 2.58268766141797
2014 3.5978234386421
2015 0.674192536845387
2016 1.25369880080986
2017 2.85318772590939
2018 5.30934661627714
2019 2.39206534422402
