ID YEAR COMPANYAGE RnDEXPEND REVENUE
1 1994 0.441818181818182 0.470022213845634 4.68124942872153
1 1995 0.487272727272727 0.123655871658284 3.31947215531169
1 1996 0.532727272727273 0.17608490483863 3.50837826278183
1 1997 0.578181818181818 0.206715088545935 3.62034181058871
1 1998 0.623636363636364 0.109349145012769 3.23281288814245
1 1999 0.669090909090909 0.254166689946656 3.78119912042199
1 2000 0.714545454545455 0.192267858683389 3.52373584104161
1 2001 0.76 0.323093256669884 4.03629937741333
1 2002 0.805454545454545 0.373370248065952 4.18901650955577
3 1994 0.578181818181818 0.256517220425403 3.81080289238701
3 1995 0.623636363636364 0.240507752791485 3.73234505817187
3 1996 0.669090909090909 0.609314369971138 5.164735737098
3 1997 0.714545454545455 0.225529616505255 3.67366029670992
3 1998 0.76 0.297139733901785 3.90151303832592
3 1999 0.805454545454545 0.440514362435054 4.4405168647088
3 2000 0.850909090909091 0.266381022184105 3.77385692289209
3 2001 0.896363636363636 0.470406458897531 4.54253952612884
3 2002 0.941818181818182 0.232207580627999 3.59599896535331
4 1994 0.521363636363636 0.167139561567184 3.47443491686523
4 1995 0.566818181818182 0.280843180452084 3.90168539926338
4 1996 0.612272727272727 0.0698452922988028 3.07821556518233
4 1997 0.657727272727273 0.404106504708537 4.36573616968051
4 1998 0.703181818181818 0.327178452832099 4.04652370052307
4 1999 0.748636363636364 0.14322347848924 3.30697503457961
4 2000 0.794090909090909 0.269891403693388 3.79873799414548
4 2001 0.839545454545455 0.196304317241263 3.49587785519331
4 2002 0.885 0.359686119258911 4.10172235779352
7 1994 0.373636363636364 0.347234696853146 4.21733906440518
7 1995 0.419090909090909 0.422129745158325 4.49052163635328
7 1996 0.464545454545455 0.333843576444499 4.13913325883983
7 1997 0.51 0.244988089156063 3.78918400786464
7 1998 0.555454545454545 0.152151260339078 3.42445311919923
7 1999 0.600909090909091 0.528667432329439 4.86386837923752
7 2000 0.646363636363636 0.508516876652311 4.76846124409315
7 2001 0.691818181818182 0.406752059895831 4.36382404044545
7 2002 0.737272727272727 0.180175914183082 3.46657019163557
11 1994 0.555454545454545 0.191212718274268 3.55958794102804
11 1995 0.600909090909091 0.358451403787387 4.18793536754061
11 1996 0.646363636363636 0.25373452893527 3.78752761152251
11 1997 0.691818181818182 0.309676940125261 3.97119799895851
11 1998 0.737272727272727 0.247488069539671 3.73579726778847
11 1999 0.782727272727273 0.393476055841962 4.28318922012745
11 2000 0.828181818181818 0.271324010518903 3.78990749416972
11 2001 0.873636363636364 0.409833540716644 4.31342981250279
11 2002 0.919090909090909 0.285661255831601 3.81208043207984
12 1994 0.0327272727272727 0.471953583653205 4.82615721623424
12 1995 0.0781818181818182 0.23664897312423 3.89329364151072
12 1996 0.123636363636364 0.283218587691945 4.05112400575908
12 1997 0.169090909090909 0.344942775130049 4.27420391396467
12 1998 0.214545454545455 0.261742626885114 3.95819190844587
12 1999 0.26 0.731837057162162 5.73859838783125
12 2000 0.305454545454545 0.331371939766024 4.18283216755924
12 2001 0.350909090909091 0.193473230728371 3.6416973420612
12 2002 0.396363636363636 0.250154155258657 3.82501749027647
13 1994 0.521363636363636 0.460461105333861 4.61654482119468
13 1995 0.566818181818182 0.313112368971057 4.03980861857901
13 1996 0.612272727272727 0.353600334253223 4.17453435850976
13 1997 0.657727272727273 0.55097441257202 4.90450520729181
13 1998 0.703181818181818 0.124142682300806 3.25615625211739
13 1999 0.748636363636364 0.457023265277467 4.55412001445619
13 2000 0.794090909090909 0.285297966059231 3.87195366894392
13 2001 0.839545454545455 0.415182663773836 4.32430082663897
13 2002 0.885 0.383407706009805 4.2121401598391
15 1994 0.350909090909091 0.209697521405822 3.6781119264721
15 1995 0.396363636363636 0.225196820779748 3.75214870344164
15 1996 0.441818181818182 0.148174549318773 3.44338414636587
15 1997 0.487272727272727 0.248608310552591 3.81758130421939
