year inflation
1962 4.26372712149085
1963 2.45362058668927
1964 6.71728971926296
1965 4.9881235154395
1966 3.05429864140272
1967 3.18331503955179
1968 4.68085106382992
1969 7.41869918597552
1970 8.20719016091025
1971 8.96174863417671
1972 8.60581745301067
1973 11.4148503873296
1974 16.9761273212048
1975 20.8758503401952
1976 17.9856958613385
1977 13.4722252633927
1978 7.71114118004808
1979 13.2954539852612
1980 18.1544433038192
1981 20.3735228947773
1982 17.1471142032124
1983 10.4476295240831
1984 8.65111383765405
1985 5.39549731466383
1986 3.82703931524415
1987 3.15940764053431
1988 2.13457156859609
1989 4.08904273020372
1990 3.31732129894252
1991 3.21081702751349
1992 3.06999743466961
1993 1.46942088431732
1994 2.30919875061488
1995 2.52486728005296
1996 1.75373213896016
1997 1.52560521714534
1998 2.41551787239232
1999 1.63192376414532
2000 5.59071729957807
2001 4.87290487290487
2002 4.614733276884
2003 3.49048968029138
2004 2.19962850718543
2005 2.42969198392961
2006 3.93163989540532
2007 4.89711564381346
2008 4.06030495117353
2009 -4.47810339150477
2010 -0.922095829024469
2011 2.5571888318692
2012 1.69620897294545
2013 0.508714869485436
2014 0.182542316627949
2015 -0.289879079012739
2016 0.00830633773569926
2017 0.340531561461793
2018 0.488370168032449
2019 0.939044481054341
2020 -0.334584625428444
2021 2.35814296241712
