year inflation
1960 2.35016141377048
1961 2.05069731278691
1962 4.69114360740474
1963 7.45471822539107
1964 5.91232253218581
1965 4.51926830743467
1966 2.34658893413319
1967 3.73333832073823
1968 1.27731335390796
1969 2.65725273386967
1970 4.96831987329337
1971 4.79166438333785
1972 5.74950393730015
1973 10.7986174547601
1974 19.1597695854699
1975 16.9505025668306
1976 16.6141664725788
1977 17.13004878665
1978 12.0940138425074
1979 14.7985735661485
1980 21.0641682770745
1981 17.9692987519672
1982 16.4804146202215
1983 14.646576674877
1984 10.794496007681
1985 9.20599144253119
1986 5.82354691862018
1987 4.7472849038979
1988 5.05824747667121
1989 6.25983137956973
1990 6.45660906146405
1991 6.24999929790291
1992 5.27058998592932
1993 4.62673468331293
1994 4.0518421806572
1995 5.23542258044299
1996 4.00697668981039
1997 2.04310779750133
1998 1.95508557719383
1999 1.66345995007714
2000 2.53768532095005
2001 2.78516542713555
2002 2.46532319171164
2003 2.67255552772852
2004 2.20673661423654
2005 1.98529298527983
2006 2.09084391012755
2007 1.829741122024
2008 3.34783258401023
2009 0.774768131387384
2010 1.52551602118248
2011 2.78063272879324
2012 3.04136333226773
2013 1.21999342274305
2014 0.241047429826773
2015 0.0387903996579552
2016 -0.0940166569157271
2017 1.22653316645808
