year inflation
1960 2.08000000007819
1961 2.4307939100916
1962 2.10084033613441
1963 2.93161847051353
1964 3.32403316018129
1965 2.6315789473685
1966 3.48377613575405
1967 2.13625866015496
1968 3.96945410534388
1969 2.43520271601539
1970 3.95550921099771
1971 4.31393562108008
1972 5.96962350392561
1973 13.618317345838
1974 23.2440485325972
1975 16.7735703245817
1976 10.0695380302795
1977 11.4679325880651
1978 10.5079599343187
1979 14.8423081655327
1980 18.0983569158333
1981 14.0479686718868
1982 7.81274141216488
1983 11.5821110844253
1984 11.9474270118864
1985 18.6867912971238
1986 15.1053754209795
1987 13.5507237827823
1988 10.8327037689913
1989 14.3295390328572
1990 21.9601751165083
1991 22.662359455061
1992 12.060323601829
1993 10.8352359208521
1994 10.8553211494391
1995 11.6696146432491
1996 9.79430189598024
1997 7.04733884709023
1998 5.44087227366701
1999 3.50379784108943
2000 5.37070103735196
2001 5.42193703675423
2002 4.63549696919973
2003 4.92464392669327
2004 4.56020507382464
2005 4.69511304969705
2006 4.28790984215745
2007 5.84397570531601
2008 8.55818233513536
2009 2.5919467343056
2010 3.73337757704245
2011 5.12892376681616
2012 4.11150981070293
2013 2.76789666081994
2014 3.43816659958603
2015 3.12900274473924
2016 2.72461223295292
2017 2.62762297294268
2018 2.27205987230148
