year inflation
1964 19.2450543572579
1965 7.31706942783345
1966 10.6866430342387
1967 3.32021867821533
1968 15.2317984034252
1969 21.7632949193453
1970 13.3724751491848
1971 6.73187452980987
1972 9.81132391279969
1973 21.3549309168298
1974 42.5161819585292
1975 49.3613382334052
1976 32.0351102236086
1977 30.3167412725929
1978 43.7499982853606
1979 44.4444558043744
1980 58.5284260893647
1981 51.7932416010108
1982 50.243226389676
1983 83.9500461937035
1984 30.8523970770909
1985 31.9946290240703
1986 22.1284011876646
1987 18.2977682232304
1988 25.7255090852843
1989 20.7581950334485
1990 15.510721994253
1991 6.80877887943638
1992 3.94771176824033
1993 4.04285291076943
1994 1.55265627495782
1995 1.65123150116651
1996 2.26041898267296
1997 1.81543080282247
1998 1.65924170953426
1999 3.23183260906467
2000 5.13647123245151
2001 6.40508550386865
2002 5.1970223021663
2003 2.0556632975374
2004 3.15819324298464
2005 3.98704782806592
2006 6.68707906136661
2007 5.05155736492145
2008 12.6943942775878
2009 12.0031298461743
2010 5.39673113167484
2011 4.00102664343116
2012 5.18589988750705
2013 3.8722792374824
2014 2.04461481539337
2015 1.63305558181333
2016 1.6969276199774
2017 1.76041559180606
