year inflation
1964 -0.0993048669314371
1965 3.5785288280674
1966 5.01439539323416
1967 1.75919579598298
1968 0.366711570051031
1969 -0.171501006562355
1970 2.1885270390744
1971 3.78020612544905
1972 5.83164474311008
1973 9.28119422332106
1974 17.8099480331818
1975 19.1201840136051
1976 11.4490304932756
1977 14.8209644818935
1978 16.9317824582841
1979 7.97935261848787
1980 13.8581814562484
1981 11.6030534351143
1982 20.6667146662827
1983 11.3977827368523
1984 10.2840982131381
1985 13.0065664218827
1986 2.53427598892887
1987 8.63767318980086
1988 12.2649630481581
1989 13.7893172763883
1990 17.78181442992
1991 20.0844955754632
1992 27.3323644475784
1993 45.9788813036218
1994 28.8143894306732
1995 1.55432816055007
1996 8.86408741577518
1997 11.3618450505784
1998 6.72243650753925
1999 5.74200109520481
2000 9.98002515350982
2001 5.73859814341468
2002 1.96130821739159
2003 9.81569062979655
2004 11.6240355442427
2005 10.3127783574682
2006 14.4537342081708
2007 9.75888023027526
2008 26.2398166445063
2009 9.23412592394648
2010 3.9613888911539
2011 14.0224939638475
2012 9.37776748155123
2013 5.71749357037732
2014 6.87815499275946
2015 6.58217440250398
2016 6.29715752456274
2017 8.0057227913467
2018 4.68981976129857
