year inflation
1962 0.0961538463947617
1963 1.56900416258929
1964 1.75756620405752
1965 0.456974672917085
1966 -1.18735543593378
1967 1.46691635472384
1968 2.53768071348791
1969 -0.194990250038126
1970 2.81785392208509
1971 0.445808667692474
1972 1.53521536678879
1973 6.39197420311829
1974 16.8990368422354
1975 19.0884996543863
1976 7.03468963198829
1977 11.8202775391489
1978 13.2751232921383
1979 14.0560247361062
1980 17.3669682564025
1981 14.7971516299733
1982 11.7288868654679
1983 13.3143177303524
1984 11.5071695057308
1985 22.3283750554416
1986 31.9350161472763
1987 24.8645003373126
1988 19.7611617858857
1989 17.6340799385345
1990 23.9991651130861
1991 14.4026748806266
1992 11.2144813801986
1993 18.5066883302714
1994 10.5858066526451
1995 10.0296564501018
1996 9.78892040179968
1997 4.490136278552
1998 2.54705977554154
1999 0.514827130192974
2000 2.27128756828722
2001 3.7508205747202
2002 1.86552503610078
2003 2.1203909173333
2004 4.45194392395044
2005 4.69094870903771
2006 4.03712359429611
2007 4.57808572377153
2008 6.70792293515938
2009 1.05595029731201
2010 1.17933576873676
2011 5.12892376681616
2012 1.72973481581381
2013 0.7576691845229
2014 1.1413446753823
2015 -0.731384487387986
2016 0.604049086996682
2017 1.01235403315573
2018 1.09033000581896
2019 0.0753241350024327
2020 -0.371590212323993
