year inflation
1964 2.18024399859685
1965 1.6022184561013
1966 0.523123578699543
1967 0.693868315713042
1968 2.03730057682274
1969 2.33428760186221
1970 3.71565884809259
1971 2.32381215838811
1972 3.37276106781155
1973 7.68928991786146
1974 7.25561627204012
1975 8.79166666616689
1976 0.551512830258585
1977 10.0403748002364
1978 4.70751124951487
1979 7.14710743797892
1980 15.747254103486
1981 11.5097558377123
1982 5.81823397218666
1983 -0.880997560317531
1984 -0.442500000750064
1985 -0.235207459677465
1986 2.02788871414762
1987 0.431725669422439
1988 0.938344387128511
1989 0.847691359226234
1990 2.98340586063559
1991 2.54219284786974
1992 1.63321209889046
1993 4.14481954180491
1994 4.12992181638256
1995 4.42664550286656
1996 2.05400000000007
1997 3.11207791953274
1998 2.38525135417659
1999 2.13476888806385
2000 2.36959287531812
2001 2.92949244324101
2002 2.1884904806055
2003 1.303837774426
2004 2.79082848067755
2005 3.00796652450315
2006 2.77378006481472
2007 1.24921923797625
2008 4.25862171897076
2009 2.08432746082342
2010 1.51563513618533
2011 2.96298528192878
2012 2.37582057760382
2013 1.18028436366548
2014 0.310306472181729
2015 1.1005482637893
2016 0.642702771527276
2017 1.3643544815071
2018 1.15782362451512
2019 1.64206001768947
2020 0.638544956776653
2021 1.49789217934737
