year inflation
1960 3.04659277832702
1961 1.54899696989872
1962 2.6620641793477
1963 2.02158272759787
1964 3.44489848222766
1965 3.42492777745565
1966 5.03926721858186
1967 5.52647600753099
1968 6.08136171148615
1969 8.78277105554111
1970 6.38014449001677
1971 11.9468983654056
1972 10.6633559759477
1973 12.9746085239333
1974 25.0827778589527
1975 15.2716857518484
1976 21.1419048031955
1977 31.0167490988806
1978 21.0387723599383
1979 21.8992248062016
1980 15.8674803836094
1981 19.0404107466914
1982 21.6792837277095
1983 24.0027623802917
1984 28.3846388897103
1985 19.4614100078696
1986 12.3313334897218
1987 9.63483186245761
1988 10.1016321152265
1989 12.6863036456149
1990 13.6305705693074
1991 11.8494841773675
1992 9.55926033177512
1993 6.78377994665411
1994 5.42044019241623
1995 4.22281614099486
1996 3.06897732509791
1997 2.33686298314112
1998 2.57275225909127
1999 2.34009490312174
2000 2.85303039287156
2001 4.36990330551795
2002 3.60034658290911
2003 3.21899090682897
2004 2.365362040973
2005 2.27716394887833
2006 3.10766545871054
2007 2.45396528138739
2008 2.58850657657964
2009 -0.83553002150417
2010 1.40257289895371
2011 3.65301100430729
2012 2.77333854051579
2013 0.27441666666668
2014 -0.278153367467421
2015 0.487938623904736
2016 0.607397074641661
2017 1.36861411643481
2018 0.99371568346825
