year inflation
1964 3.33462462892781
1965 3.66648280262595
1966 3.84465654349891
1967 3.63487515335757
1968 3.72079328019139
1969 3.27868852459017
1970 4.96831987329337
1971 6.13810741687979
1972 6.06300309718189
1973 8.09443961602792
1974 13.1636026120795
1975 11.687575365504
1976 9.26775457576897
1977 9.29919719175362
1978 8.08329882588529
1979 9.04920959425406
1980 11.9499716626145
1981 11.7673874344182
1982 9.47098932052414
1983 7.31048579668417
1984 6.19476379545978
1985 4.77374272340098
1986 3.15909729451934
1987 4.06651115944105
1988 4.68620183753046
1989 5.71599155135626
1990 6.09844414810207
1991 5.62586408593004
1992 4.03703020778741
1993 4.14481954180491
1994 2.95340936761076
1995 3.75494413677554
1996 2.61538461538462
1997 2.20114313510882
1998 1.83432999908412
1999 1.61176117628659
2000 2.57987611218612
2001 2.65691093929316
2002 1.99874921149352
2003 2.02168542857985
2004 2.0792446463609
2005 2.37531958977879
2006 2.45792444195864
2007 2.32761128891476
2008 4.15279708110295
2009 0.83926224679384
2010 1.99621236745889
2011 3.3298532335065
2012 2.48567562177017
2013 1.40858109183012
2014 0.90679400043421
2015 0.368046842325369
2016 0.607397074641661
2017 1.73079959118897
2018 1.73860861988181
2019 1.61963190184049
