year inflation
1962 9.15712799177066
1963 8.57959961876622
1964 2.10711150133545
1965 -1.89165950130609
1966 0.262927256794523
1967 1.23834498871987
1968 0.0359763993382319
1969 0.956628066179135
1970 3.8166666664171
1971 3.58002889678133
1972 8.64073155607573
1973 15.0795349169139
1974 13.1407673714854
1975 14.5017257437615
1976 7.76555023925678
1977 12.8535275054287
1978 3.47785034212177
1979 9.17380513351449
1980 16.7531356897102
1981 7.5146389069616
1982 7.64624306606149
1983 5.6286232944898
1984 20.1516781053536
1985 45.3361755532178
1986 7.63897266579932
1987 13.5507237827823
1988 43.8638323515052
1989 40.6579161175005
1990 50.4624792378524
1991 47.079157410536
1992 4.25902638893399
1993 5.25033880690971
1994 8.26076798575827
1995 12.5359594558963
1996 5.39929385038917
1997 8.29656754792047
1998 4.83166558591895
1999 6.4705418684693
2000 7.72413566181619
2001 8.88306848812965
2002 5.22336769759445
2003 27.4497127394394
2004 51.4608598338066
2005 4.19020260472054
2006 7.57280523853076
2007 6.14356655248045
2008 10.6446210953712
2009 1.44215131834352
2010 6.32993220146144
2011 5.79676809206526
2012 3.69449707884785
2013 4.830950967408
2014 2.99864226125217
2015 0.836746346724583
2016 1.61416607245221
2017 3.27955694678546
2018 3.56443426013507
2019 1.8106037704296
