year inflation
1961 1.56299237392685
1962 1.09215017084014
1963 3.08145601867277
1964 4.47210147080723
1965 3.18627450998764
1966 1.78423465718736
1967 2.09184098667309
1968 1.86122448972088
1969 1.25821445737096
1970 2.88088642660976
1971 2.22324794223761
1972 3.61228175799333
1973 5.19320162691135
1974 12.8495477454187
1975 8.37616250629709
1976 4.88341895790898
1977 8.4347077189513
1978 5.74832464618228
1979 12.1353558926061
1980 18.0615430355956
1981 9.40569126142498
1982 8.98262170616891
1983 8.25281165848257
1984 4.72636815920395
1985 3.36267523608602
1986 4.35272383207561
1987 2.48715402223894
1988 4.49125763640185
1989 9.85040925769096
1990 23.3225664366467
1991 33.9722602535864
1992 8.75988625255488
1993 10.748646716372
1994 21.729346883819
1995 29.4645292281585
1996 23.8378353073358
1997 20.1998667554962
1998 13.6681077485869
1999 11.66374097913
2000 11.0480349344976
2001 9.67415556865373
2002 7.69050972034273
2003 7.67416639397934
2004 8.1137909709338
2005 8.80906074819817
2006 5.57775207654297
2007 6.93621470895782
2008 11.4034270813932
2009 5.49634273772205
2010 4.69889064976229
2011 6.76227957314765
2012 5.19618615531848
2013 5.1618989858149
2014 6.12924930313027
2015 3.15783117980921
2016 2.72461223295292
2017 3.93436084442035
2018 4.34734937777536
2019 4.36587159819272
2020 3.46841177951168
2021 4.48087963413448
