year inflation
1962 4.26372712149085
1963 2.96695977587712
1964 3.44489848222766
1965 4.18722443998003
1966 4.17434761852997
1967 3.57995226730307
1968 4.09389143106837
1969 3.48791924395204
1970 5.73114484293536
1971 6.39534883720931
1972 6.56236090256546
1973 9.14347112874361
1974 15.5485200326028
1975 14.1568726272875
1976 11.6367520558869
1977 11.1820214595703
1978 8.61843219505992
1979 10.1288922753687
1980 13.634450606601
1981 13.6429608127721
1982 11.3409961685824
1983 8.87302152363218
1984 7.6738026224732
1985 6.73469387755101
1986 5.29166170071089
1987 4.7472849038979
1988 5.82489868439442
1989 6.25983137956973
1990 6.72181952228662
1991 5.93421344335925
1992 5.05697796731731
1993 4.59790321006549
1994 3.50262577413398
1995 4.35177861328367
1996 3.00009076251616
1997 2.26900305912497
1998 2.10577481135341
1999 2.17260318876207
2000 3.06380344899536
2001 3.18908268106049
2002 2.47736067910933
2003 2.18428358241518
2004 2.25796409638231
2005 2.4695989874028
2006 2.60015376460352
2007 2.48470438812868
2008 4.11407022033818
2009 1.10457711175389
2010 1.80735230566101
2011 3.37429759432518
2012 2.52945520915773
2013 1.45156526398379
2014 0.624517311086541
2015 0.338705695410171
2016 0.443258157565821
2017 1.82264336059064
