year inflation
1963 3.1846627279161
1964 0.617302978512559
1965 3.22087246997097
1966 4.90341596130593
1967 1.84135702750596
1968 0.139060583507858
1969 2.63891868835482
1970 2.84167067884116
1971 3.28947072230335
1972 4.33120123203346
1973 15.3846240702128
1974 26.5608465867348
1975 13.6287617821755
1976 13.0242794587955
1977 12.3697970875078
1978 12.5724256724441
1979 19.0941746808767
1980 24.6758939736233
1981 24.5060675977966
1982 20.9910886220016
1983 20.1794812892138
1984 18.4568132050186
1985 19.3146929406643
1986 23.0154508205013
1987 16.3968631635364
1988 13.5288583215048
1989 13.6555638723612
1990 20.433499109463
1991 19.4558456445746
1992 15.8770737923919
1993 14.4112644439347
1994 10.8740756809132
1995 8.93451415961518
1996 8.19455217632729
1997 5.53600266773479
1998 4.76622572397644
1999 2.63663306021979
2000 3.15118162493827
2001 3.37396832213867
2002 3.62935871878871
2003 3.53065027765554
2004 2.89884810758168
2005 3.54507273335083
2006 3.19594684144545
2007 2.89500321516574
2008 4.15279708110295
2009 1.2100726919781
2010 4.71298907760393
2011 3.3298532335065
2012 1.50152696177748
2013 -0.921269454256898
2014 -1.31226096405516
2015 -1.73588804765278
2016 -0.825653978391008
2017 1.12125452031427
2018 0.625621413453588
2019 0.25300752203812
