year inflation
1960 8.66445916271909
1961 5.91670898836376
1962 6.64109326359749
1963 6.07014388428593
1964 9.79228486663485
1965 16.3899613894424
1966 8.84060374922208
1967 9.78360256063413
1968 19.086618545438
1969 6.23615806078062
1970 5.02523590072424
1971 6.79063936495416
1972 7.21972216770544
1973 9.48905109503397
1974 16.8916666665702
1975 23.6187352963326
1976 33.4832756634568
1977 38.0540914196793
1978 57.8487826251505
1979 66.6944229664877
1980 59.1450712444913
1981 75.4332687576064
1982 64.4481585387929
1983 111.150635209158
1984 110.208519562543
1985 163.399505243687
1986 77.9210255473595
1987 85.8223062381847
1988 667.019328585961
1989 3398.67901005332
1990 7481.66361124526
1991 409.530166622023
1992 73.5282942442641
1993 48.5799864468884
1994 23.7369050565046
1995 11.1287029707088
1996 11.5379424115177
1997 8.56218948953654
1998 7.24782175213469
1999 3.46965996293021
2000 3.75733833344474
2001 1.97709878502052
2002 0.193135003853723
2003 2.25937753363075
2004 3.66247320092231
2005 1.61630193862544
2006 2.00225801248821
2007 1.77998644680372
2008 5.78587598206754
2009 2.93623153596699
2010 1.52832059732903
2011 3.36931095333853
2012 3.61121294940175
2013 2.76789666081994
2014 3.4119457980747
2015 3.39809194746299
2016 3.55717663556281
2017 2.99490045809446
2018 1.50915423024742
2019 2.25212191358024
2020 2.00241205759293
2021 4.27166381536796
