year inflation
1963 6.58113736464057
1964 5.17275042328814
1965 7.708333264205
1966 7.93036754448449
1967 1.70609316005937
1968 2.07922185813624
1969 2.45805425617797
1970 6.11074203598737
1971 11.9725681644789
1972 12.8814708218397
1973 20.0323771024943
1974 39.6799704514567
1975 39.3067310238304
1976 31.3108653312175
1977 34.6167148708237
1978 50.5509246487276
1979 78.3100355931492
1980 131.024995515683
1981 116.800034437445
1982 120.364351369544
1983 145.951539223485
1984 373.215653131363
1985 309.931699181469
1986 47.8885135135135
1987 19.0748143917761
1988 16.4028776978417
1989 20.3543469303667
1990 17.1858952413557
1991 19.1352614665498
1992 12.0156939676312
1993 10.9238178633975
1994 12.2755081902507
1995 9.93144665143258
1996 11.4166933162776
1997 8.96957520091848
1998 5.49190043461083
1999 5.18102372034956
2000 1.03264094955491
2001 1.15131578947369
2002 5.77235772357723
2003 0.702756121664654
2004 -0.381637771235413
2005 1.31348511383539
2006 2.06352636127914
2007 0.455170953741928
2008 4.55216016859852
2009 3.35617818988107
2010 2.69137006338374
2011 3.48494919760705
2012 1.67920719398055
2013 1.57025539211264
2014 0.479786761439352
2015 -0.601291007162425
2016 -0.551552352993539
2017 0.259414974505786
2018 0.794075660242686
2019 0.849783128264134
2020 -0.614412358465719
2021 1.51020047690541
