year inflation
1964 3.41628039655558
1965 3.98661960127136
1966 3.70335718669507
1967 3.31932361134947
1968 3.24282887679452
1969 2.67462365971334
1970 4.50608892986038
1971 5.2409744827309
1972 6.00738969862495
1973 7.74908612919203
1974 13.1636026120795
1975 10.467573464372
1976 9.34705279605246
1977 9.76746473607034
1978 7.75524596278477
1979 8.2216869300552
1980 12.9114423266382
1981 11.7673874344182
1982 9.58492764677443
1983 8.66927159808515
1984 7.6738026224732
1985 5.39549731466383
1986 3.67818411863458
1987 4.01999345683155
1988 4.53513301015726
1989 6.25983137956973
1990 6.14956531179854
1991 5.48474391592015
1992 6.21737539647157
1993 4.85416666666693
1994 4.71841373967334
1995 4.42664550286656
1996 3.55884559338558
1997 3.11207791953274
1998 2.41551787239232
1999 2.15717918055056
2000 3.15076707022592
2001 3.37396832213867
2002 2.42443661219694
2003 2.09199838997658
2004 2.28621706801675
2005 2.48769665164086
2006 2.66631494577072
2007 2.51066565240339
2008 4.1649719352477
2009 0.83926224679384
2010 1.53112270420924
2011 3.28944939564212
2012 2.66284165508017
2013 1.21999342274305
2014 0.199343826570849
2015 -0.0616446800641176
2016 0.183334861123848
2017 1.42910743319297
2018 1.73860861988181
2019 1.63052260754338
2020 0.476498852725083
2021 2.55450699642046
