year inflation
1961 2.15517277670922
1962 5.27425952920734
1963 2.47161052896496
1964 5.86701538751922
1965 4.18722443998003
1966 3.25056334305301
1967 4.57926975754
1968 3.44829324254209
1969 2.96294951075211
1970 10.6372065264183
1971 6.22386323501295
1972 7.25843582961514
1973 7.41947283637505
1974 9.41176813211894
1975 11.6892234816853
1976 9.16147276547565
1977 9.10383971160296
1978 8.16167154339621
1979 4.50972761206205
1980 10.8786610878661
1981 13.6429608127721
1982 11.3409961685824
1983 8.4652443220922
1984 6.21827411167513
1985 5.71485463958584
1986 7.17649274816349
1987 8.71704745166959
1988 6.67636598771419
1989 4.54614335505383
1990 4.13103348311347
1991 3.43819599109133
1992 2.32808504911854
1993 2.28826933193056
1994 1.37567498071484
1995 2.46036778693723
1996 1.26253249164498
1997 2.56692335900259
1998 2.25241329996425
1999 2.36596736596735
2000 3.08550609131277
2001 3.00419703998231
2002 1.28672528415185
2003 2.48782553461785
2004 0.454498502220854
2005 1.53213367609252
2006 2.32934980757545
2007 0.712589073634205
2008 3.75393081761006
2009 2.19738586853571
2010 2.41890639481001
2011 1.28495158809159
2012 0.696864111498241
2013 2.12048620353119
2014 2.0417028670721
2015 2.17113665389528
2016 3.55000000000002
2017 1.87510059552548
2018 2.76483134528794
2019 2.16773003305405
