year inflation
1962 5.87933142225298
1963 -0.70635721455241
1964 10.1818181818181
1965 2.86028602860271
1966 6.95187165775404
1967 11.1999999990001
1968 5.47062350162302
1969 2.20974847251321
1970 3.95550921099771
1971 3.67461430575034
1972 6.51154401154364
1973 31.4860287891619
1974 62.8360756029239
1975 7.97674602546867
1976 4.49401164707214
1977 8.1072555205041
1978 10.3556722757192
1979 19.7197167787999
1980 47.2416501018426
1981 32.1336011133424
1982 123.535718565329
1983 275.586283560362
1984 1281.34994174486
1985 11749.6396321439
1986 276.335967563202
1987 14.5786984489191
1988 16.0020910549391
1989 15.1734681125731
1990 17.118774604824
1991 21.447069817114
1992 12.060323601829
1993 8.52787695688004
1994 7.87404421467432
1995 10.1932067630746
1996 12.4254866180049
1997 4.70844436028193
1998 7.67322895675084
1999 2.15951626835596
2000 4.60822998872598
2001 1.58965377879568
2002 0.928258851611061
2003 3.33727499671533
2004 4.43738080101724
2005 5.39323106890664
2006 4.28239604802565
2007 8.70560923578869
2008 14.0068107702519
2009 3.34645420142012
2010 2.5032760584424
2011 9.88446419823887
2012 4.51560291399368
2013 5.73640023719613
2014 5.7666007457914
2015 4.05961041135646
2016 3.62321431764138
2017 2.8227580554717
2018 2.27205987230148
2019 1.83954504969032
2020 0.940742153381823
