year inflation
1964 3.09638151245736
1965 3.33367932929344
1966 3.33167977254568
1967 2.16615698739855
1968 2.62542908963158
1969 2.29443437047157
1970 4.63935344389942
1971 4.67221498041405
1972 5.22568050555544
1973 6.06809835910202
1974 9.54065541660589
1975 10.7176711339198
1976 9.79734643716296
1977 6.70549411450658
1978 3.09466077424648
1979 4.54652779042167
1980 6.29990006244593
1981 8.07294375934599
1982 9.35705099427385
1983 8.66927159808515
1984 6.43585780786995
1985 4.09358778530096
1986 0.294563408545438
1987 -0.0566629093891733
1988 1.43659056634904
1989 3.37095887290448
1990 3.25376659083636
1991 3.11835659874854
1992 3.15417375961793
1993 3.58809818535163
1994 2.19476468689066
1995 1.86769424969108
1996 1.18385968843569
1997 1.36751261207943
1998 0.958570110494639
1999 1.02519676474934
2000 3.15076707022592
2001 2.66382110579103
2002 2.07408613571644
2003 2.04984030563515
2004 2.22567916428892
2005 2.48769665164086
2006 2.66631494577072
2007 2.31245861786128
2008 3.40187963025566
2009 0.368041997888919
2010 2.27367911621542
2011 3.4106834106834
2012 2.66284165508017
2013 1.73403963519166
2014 0.628543985440705
2015 0.4747431614378
2016 0.290833333333306
2017 1.73079959118897
2018 1.52819524307373
2019 1.74332075653843
2020 0.819957302126994
