year inflation
1960 1.40833581922589
1961 1.04474545183969
1962 1.13017223673363
1963 1.4339103409959
1964 1.59552813373411
1965 1.95891323232402
1966 3.41536722263448
1967 3.17636894494807
1968 4.16354784602794
1969 5.01197255098521
1970 4.59214757606041
1971 3.49884236045866
1972 4.13015348879916
1973 6.83270367308627
1974 11.0259879752454
1975 9.90766773002967
1976 6.64327563265618
1977 7.239064695437
1978 8.30234359518409
1979 10.1995740541757
1980 11.8392112417568
1981 11.4031638775572
1982 8.45019944999442
1983 4.53801163146715
1984 4.30265688957581
1985 3.75383734637288
1986 3.04641700659946
1987 4.01033596486715
1988 4.05298762808009
1989 4.90531246497454
1990 5.08921668663313
1991 4.93041402523428
1992 2.25947629094757
1993 2.40836816573245
1994 1.38650225303094
1995 2.47709000955753
1996 2.25086766250288
1997 1.97945315907634
1998 1.27411077770085
1999 1.96143507401638
2000 3.04814861420954
2001 2.67564562932654
2002 1.92221301795729
2003 2.51432909348113
2004 2.26724770583217
2005 2.80314943994656
2006 2.61398474802282
2007 2.4955282370849
2008 3.10468548554697
2009 -0.028039731645233
2010 1.70845749165809
2011 3.03448832867281
2012 1.7925077482529
2013 1.20156227672118
2014 1.76442944229347
2015 0.621934248247613
2016 1.34517137635809
2017 1.86349706609467
2018 2.35540448470459
2019 1.88073954968806
2020 0.975292014307111
2021 4.04652602445636
