year inflation
1960 6.94736842105285
1961 1.64041994750605
1962 -0.516462233698508
1963 1.456488447975
1964 4.17958688145319
1965 5.56863547936376
1966 7.22762159787732
1967 6.8113996342869
1968 0.170627348438079
1969 3.18698679573689
1970 5.34984090983015
1971 4.73069148232274
1972 5.18323764549141
1973 23.0700840250844
1974 26.6630348537488
1975 20.9045094573998
1976 7.15832373118468
1977 10.1329676874054
1978 6.13869266742742
1979 8.26704697617572
1980 11.9382309107087
1981 11.8799135925283
1982 5.90352878435857
1983 6.36203349985299
1984 6.08716673573719
1985 5.6148392179322
1986 3.50641424758203
1987 4.68121854620214
1988 8.83793701817778
1989 7.84426473740038
1990 9.0521315527978
1991 11.7912703351416
1992 9.50904146190146
1993 9.9736647602921
1994 12.3681943936948
1995 12.3435785170513
1996 10.3738085885002
1997 11.3754928865122
1998 6.22800415424547
1999 4.14263718082168
2000 4.36666451291681
2001 3.14826144590616
2002 3.29034472613156
2003 2.91413470059477
2004 7.44462469342738
2005 9.0633273703042
2006 7.92108440058788
2007 7.59868441050775
2008 20.2861210929554
2009 13.6477650639761
2010 12.938870563489
2011 11.9160927116277
2012 9.6823518605568
2013 7.6921561189957
2014 7.18938402847025
2015 2.52932817254226
2016 3.76511916356584
2017 4.08537368032604
