year inflation
1964 1.84512319774994
1965 -0.730252522661395
1966 2.36410601983339
1967 -4.33375390856904
1968 -0.286713687770023
1969 9.65552935762116
1970 1.7726033145134
1971 2.06121817995227
1972 -2.92335655867957
1973 7.60389036254306
1974 8.71960945428422
1975 18.7569466058634
1976 -8.40071877820544
1977 29.9861042997141
1978 8.26914007214047
1979 14.9934659503595
1980 12.2026364968298
1981 7.55570560440944
1982 12.0597652081337
1983 8.15376277420427
1984 4.84695768186085
1985 6.90605782140464
1986 -2.61174292476783
1987 -2.68178423511595
1988 4.25561601785942
1989 -0.481798715203327
1990 -0.50430338891893
1991 2.16260052713424
1992 -1.99113580736895
1993 0.553455723541917
1994 25.1778762249963
1995 7.45884497828323
1996 6.09780439121743
1997 2.31869062176682
1998 5.08433344145323
1999 -1.07261362759535
2000 -0.304212168486795
2001 5.00743290822374
2002 2.17569480664608
2003 2.03456574053815
2004 -0.400228702115475
2005 6.41504018369687
2006 2.33310856372217
2007 -0.230627306273007
2008 10.6597978997424
2009 2.60817666368317
2010 -0.764230734676734
2011 2.7597672485453
2012 3.81815240252386
2013 0.533738507090537
2014 -0.258089517535353
2015 0.724838981070599
2016 0.441041448058759
2017 1.48299897161327
2018 1.95594302672532
2019 -3.23338933983321
2020 1.88443993781985
