year inflation
1961 3.4474962304662
1962 4.19649888238551
1963 2.01854355976227
1964 3.28158694697213
1965 4.77377455386915
1966 3.90961779211888
1967 2.48211560474808
1968 4.69742798827244
1969 5.44666363048887
1970 6.36656841727438
1971 9.44483742337138
1972 7.07109839479793
1973 9.1960331665781
1974 16.0440111889862
1975 24.2072876743291
1976 16.5595225588084
1977 15.8402667458767
1978 8.26314103860768
1979 13.4212799774013
1980 17.9659242656858
1981 11.8766265142296
1982 8.59886383332181
1983 4.60930327269783
1984 4.96071097821929
1985 6.07139434015118
1986 3.42760940369308
1987 4.14892232052949
1988 4.15535171583102
1989 5.76024909185262
1990 8.06346090938833
1991 7.46178295746933
1992 4.59154929577464
1993 2.55857796929707
1994 2.21901260504202
1995 2.69749518304432
1996 2.85178236397748
1997 2.20114313510882
1998 1.82056163731558
1999 1.7529508005142
2000 1.18295624210404
2001 1.53234960272418
2002 1.52040245947458
2003 1.3765003854201
2004 1.39039756680426
2005 2.08913649025072
2006 2.45566166439288
2007 2.38656150773328
2008 3.52140856342537
2009 1.96173173560107
2010 2.49265472467065
2011 3.85611244682819
2012 2.57323479654528
2013 2.29166666666666
2014 1.45112016293279
2015 0.368046842325369
2016 1.00841736811403
2017 2.55775577557754
