year inflation
1961 1.69100191533953
1962 4.38398278172672
1963 4.99638188645286
1964 10.2758607417486
1965 4.94058806755301
1966 3.87365401861326
1967 5.37778183372857
1968 9.19166799519519
1969 2.2056109352125
1970 2.7404204305122
1971 6.47576543061844
1972 6.66249783515333
1973 10.7544718831369
1974 16.9363999989274
1975 17.8113972340213
1976 14.3426930852258
1977 11.7933469184053
1978 7.79935074552146
1979 7.4669615131074
1980 11.5946192492108
1981 11.3057566509549
1982 9.58492764677443
1983 8.3662926064564
1984 7.06765638328174
1985 5.19562195429434
1986 2.93357920442334
1987 4.11302886205054
1988 5.08592861394881
1989 6.59290980189127
1990 6.14956531179854
1991 4.31021289843461
1992 2.91932319285018
1993 2.19065319556431
1994 1.08855677589407
1995 0.791239406938448
1996 0.629194238121014
1997 1.1925588342584
1998 1.3994737857984
1999 1.16223155669443
2000 3.04210080667796
2001 2.57844080098894
2002 1.57122012789382
2003 0.877440386254743
2004 0.187120559084453
2005 0.623874450025199
2006 1.56666380704384
2007 2.51066565240339
2008 4.06595355358378
2009 -0.000000917360403259616
2010 1.1841352315465
2011 3.41680754255211
2012 2.80833622561575
2013 1.47828615688804
2014 1.04119621178439
2015 -0.207928839905218
2016 0.356684500891696
2017 0.754015047084413
