year inflation
1962 0.103199174406311
1963 1.95876288659853
1964 -0.30333670475262
1965 0.20283975659444
1966 0.506072874498929
1967 0.704934542806558
1968 3.76666666616693
1969 2.38515901013033
1970 2.40018825031687
1971 4.14400612825457
1972 4.83230361865649
1973 7.80888234052259
1974 16.1766666665001
1975 4.6394858404654
1976 3.85438972162731
1977 7.3264604810133
1978 7.43628329894656
1979 9.46370829519019
1980 13.5175605772583
1981 10.7446936083977
1982 6.43279726693689
1983 5.0497142410088
1984 5.99195111048443
1985 5.03445366364797
1986 1.21836925967666
1987 2.79166666666695
1988 3.42926631536283
1989 3.76548048283393
1990 4.5020546289584
1991 5.03527438848105
1992 6.51021953065819
1993 4.85416666666693
1994 4.69858931054978
1995 2.61581787956337
1996 2.97892486481268
1997 3.60534444364628
1998 2.22770732654317
1999 1.62999999999998
2000 4.14165764702056
2001 1.97304191729919
2002 2.80115505180746
2003 4.13906538686856
2004 2.28621706801675
2005 2.56016132330235
2006 2.30468732978557
2007 2.37265183669722
2008 4.66900841902484
2009 0.326276652249795
2010 2.43004084102253
2011 3.28944939564212
2012 2.38905410042319
2013 -0.399357676464408
2014 -1.35498885446312
2015 -2.09699769053118
2016 -1.42916666666668
2017 0.5317664961745
2018 1.43549119531762
2019 0.250370996758456
2020 -0.638422797978907
