year inflation
1961 2.2875816993464
1962 -0.319488817891384
1963 0.641025641025639
1964 2.86624203821656
1965 3.40557275541798
1966 3.29341317365269
1967 3.47826086956521
1968 2.52100840336133
1969 3.27868852459017
1970 3.43915343915344
1971 6.13810741687979
1972 6.02409638554218
1973 9.09090909090911
1974 15.4166666666667
1975 15.1624548736462
1976 13.3228840125392
1977 12.3098201936376
1978 8.00492610837437
1979 9.12200684150512
1980 10.1358411703239
1981 9.48766603415561
1982 11.3518197573657
1983 10.0389105058366
1984 3.96039603960395
1985 6.73469387755101
1986 9.05035054174635
1987 8.53302162478083
1988 7.21593968766826
1989 7.53390256152692
1990 7.33302195235869
1991 3.17667536988686
1992 1.01223112610711
1993 1.75365344467641
1994 1.96963479688142
1995 4.62776659959758
1996 2.61538461538462
1997 0.224887556221881
1998 0.860134629768157
1999 1.48312940304038
2000 4.45743514797225
2001 4.4071353620147
2002 2.98157453936349
2003 2.73259596616783
2004 2.34325522482587
2005 2.69183168316831
2006 3.55528773727028
2007 2.32761128891476
2008 4.35029854990047
2009 1.77111716621252
2010 2.91834002677376
2011 3.30385015608744
2012 1.76278015613193
2013 2.44988864142539
2014 2.48792270531403
2015 1.50836672165921
2016 1.27699094497328
2017 1.94864740944522
2018 1.91140094445692
2019 1.61076787290379
2020 0.846905537459293
