year inflation
1961 3.45162858557826
1962 7.37781954818462
1963 6.1050328230293
1964 3.09278350515452
1965 5.44999999925048
1966 7.06495969658814
1967 8.20785355844021
1968 8.00520710366456
1969 3.48791924395204
1970 6.51484141652983
1971 5.86986959071901
1972 6.56236090256546
1973 9.30338297973668
1974 15.2752062218394
1975 9.60561207538674
1976 9.01029083562227
1977 10.9222378100329
1978 10.2136545710405
1979 9.61105037907119
1980 12.3053240760182
1981 11.7673874344182
1982 10.1208256779823
1983 6.90822881158847
1984 6.29077936023767
1985 4.6787514518325
1986 3.67818411863458
1987 4.01999345683155
1988 4.53513301015726
1989 4.77272342435524
1990 2.64160306382
1991 2.39515331724414
1992 2.09604442933213
1993 1.25785667953261
1994 1.99201463809523
1995 2.0836084238285
1996 2.12629802275579
1997 2.18216677907117
1998 1.84565122007891
1999 2.49779544404528
2000 2.90328203236457
2001 2.33787000255261
2002 2.42443661219694
2003 2.07507820646504
2004 1.15435693124937
2005 1.81781458291257
2006 1.92422138464588
2007 1.69326586220319
2008 3.41626794258375
2009 1.30470991024336
2010 2.31092436974789
2011 2.75868226051246
2012 2.39791485664639
2013 0.789071780078061
2014 0.564020540449518
2015 0.452034153691623
2016 0.249999999999997
2017 1.14713216957606
2018 0.813609467455633
2019 0.758131572511619
2020 0.420711974110026
2021 1.85304543989687
