year inflation
1962 1.24628537807019
1963 1.33796971443196
1964 2.53497284090203
1965 4.06902873532948
1966 3.48923368982036
1967 3.5389915328063
1968 1.98613552880713
1969 3.23822451961745
1970 4.99187711721287
1971 5.95739773780426
1972 6.42570844638618
1973 9.43398734926114
1974 11.7241259217023
1975 13.4259418678705
1976 11.0203906361099
1977 11.1519640869289
1978 11.1356076531847
1979 13.2936586533207
1980 13.6602406858852
1981 15.2542442656564
1982 14.6390324191598
1983 12.3032071438235
1984 11.5264813036766
1985 16.2942269399101
1986 18.6549189263064
1987 16.1605814426616
1988 12.7795448229904
1989 14.730918284745
1990 14.3209557277219
1991 15.334802353322
1992 13.8746803836057
1993 9.71746732988991
1994 8.93852493545717
1995 8.6804442262446
1996 7.3541133870696
1997 8.59778263173684
1998 6.88054637817292
1999 5.1814927974787
2000 5.33895102929217
2001 5.70190018305716
2002 9.49471070324861
2003 5.67941771099109
2004 -0.692030271024119
2005 2.0628461650463
2006 3.24390776468061
2007 6.17780683499413
2008 10.0745755249181
2009 7.21531413612565
2010 4.08972989470472
2011 4.99926696965254
2012 5.72465791678303
2013 5.78446909667191
2014 6.12983770287145
2015 4.54064227737914
2016 6.57139642173959
2017 5.18424664766131
