year inflation
1962 2.75266718866916
1963 2.92164111900192
1964 3.65673101579695
1965 3.66648280262595
1966 3.43237006366128
1967 2.98754606695161
1968 3.24282887679452
1969 2.64808571111225
1970 4.1406484002702
1971 5.01631943303438
1972 5.90625351724102
1973 7.91554614965592
1974 14.6648454356764
1975 12.2270629206871
1976 9.71142110935913
1977 9.76746473607034
1978 7.57371223949732
1979 8.46533490414879
1980 13.5400697127799
1981 11.5097558377123
1982 9.58492764677443
1983 8.66927159808515
1984 7.06765638328174
1985 5.19562195429434
1986 2.53852591781416
1987 3.15940764053431
1988 2.70081527508111
1989 3.76548048283393
1990 3.44831217961809
1991 4.04703259753471
1992 5.16378397662331
1993 4.56907173681805
1994 4.12992181638256
1995 4.22281614099486
1996 2.97892486481268
1997 2.1092456273948
1998 2.22770732654317
1999 1.66345995007714
2000 2.85303039287156
2001 2.78516542713555
2002 2.46532319171164
2003 2.09847219146922
2004 2.22567916428892
2005 2.48769665164086
2006 2.66631494577072
2007 2.45396528138739
2008 4.07534335957341
2009 0.368041997888919
2010 1.52551602118248
2011 3.28944939564212
2012 2.48567562177017
2013 1.21999342274305
2014 0.241047429826773
2015 0.0375143805125363
2016 0.183334861123848
2017 1.3814587140721
