year inflation
1963 1.76250275391076
1964 2.01342281879184
1965 2.6315789473685
1966 1.90239867659223
1967 3.02353896103861
1968 5.92869805002992
1969 6.30345853477094
1970 14.7280041962567
1971 5.3361792958586
1972 5.42770299630758
1973 17.6825919824837
1974 27.1581894550217
1975 17.37614678858
1976 9.79365327534654
1977 11.1910016370359
1978 34.8998015240508
1979 29.0792596109786
1980 27.3081589882307
1981 12.7397181145091
1982 6.5454079672007
1983 11.5821110844253
1984 27.8147693237454
1985 25.6731012391773
1986 15.1053754209795
1987 6.65244804962687
1988 8.26676574400911
1989 14.3295390328572
1990 21.9601751165083
1991 51.0710977304313
1992 77.2965929559651
1993 22.0699494185292
1994 35.0633942484772
1995 19.9087488364168
1996 26.4066566074043
1997 9.65755261268597
1998 8.63189613012142
1999 5.95423949113011
2000 8.17108356120221
2001 6.8019093078759
2002 7.07635009310988
2003 10.0869565217391
2004 13.5545023696682
2005 15.0528658875904
2006 8.56106408706169
2007 9.24482067275563
2008 22.0228384991843
2009 9.59224598930482
2010 12.6105519975602
2011 7.55585646580907
2012 6.87397708674304
2013 9.3415007656968
2014 8.27407886231415
2015 3.69154228855723
2016 2.35102197485846
2017 4.3783986499156
2018 3.7366388215216
2019 3.90510000865876
2020 5.22677779293517
