year inflation
1962 3.88832025146511
1963 6.36270692832307
1964 1.11963781543116
1965 4.55553368394828
1966 8.47199621539222
1967 13.9748929481675
1968 6.046239661974
1969 4.92419394498301
1970 7.92395208301994
1971 19.0114086837676
1972 15.4164557223961
1973 13.9381652448957
1974 23.8981615766705
1975 21.2273552385836
1976 17.4556893891338
1977 25.9853378650601
1978 61.8970444383435
1979 63.5431082506343
1980 94.2608598807591
1981 37.6147825797716
1982 29.1375145022677
1983 31.3902710198445
1984 48.3923231346862
1985 44.9617301528779
1986 34.6100759738746
1987 38.8558434758409
1988 68.8096433837047
1989 63.2725524930958
1990 60.3038691346447
1991 65.978567991895
1992 70.0761038690372
1993 66.0938429820005
1994 105.214986469202
1995 89.1133172248499
1996 80.4121511388042
1997 85.669361649978
1998 84.6413434846315
1999 64.8674876350757
2000 54.9153705812683
2001 54.4001887619075
2002 44.9641209479849
2003 21.6024384490573
2004 8.59826168115267
2005 8.17916036802001
2006 9.59724212288445
2007 8.75618090972635
2008 10.4441283764885
2009 6.25097663090625
2010 8.56644420552977
2011 6.47187967115097
2012 8.89156996512164
2013 7.49309030547697
2014 8.85457271364318
2015 7.6708536484588
2016 7.77513415328334
2017 11.1443110840764
